,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,BACE1_Sim,BACE1_Cmpd1_Sim,BACE1_Cmpd2_Sim,BACE1_Cmpd3_Sim,raw_BACE1_Sim,single,filter,score_time
0,SCREEN,BACE1,1,0,3.521509885787964,Cn1nc([N+](=O)[O-])nc1Sc1ccc(C(C)(C)C)cc1,true,1,true,0,0.6413632021598588,0.0,3.1720000000000015,292.36400000000003,20,276.236,6,0,7,3,2,0,2,73.85,0.0,0,C13H16N4O2S,628.8109800616359,2,0,0.30508474576271183,0.2857142857142857,0.24444444444444446,0.30508474576271183,0.30508474576271183,0.30508474576271183,1.0,1.0053794384002686
1,SCREEN,BACE1,1,1,3.521509885787964,O=C(NCCCN1CCC(Cc2ccc(F)cc2)CC1)Nc1ccc([N+](=O)[O-])cc1,true,1,true,0,0.38499082292890974,0.0,4.200200000000003,414.4810000000002,30,387.2650000000001,4,2,8,8,2,1,3,87.51,0.0,0,C22H27FN4O3,834.4660796145397,4,1,0.27118644067796616,0.2678571428571429,0.1333333333333333,0.27118644067796616,0.27118644067796616,0.27118644067796616,1.0,1.0053794384002686
2,SCREEN,BACE1,1,2,3.521509885787964,CC(CNCC1(S(C)(=O)=O)CCOCC1)c1cccc(Cl)c1,true,1,true,0,0.8607230188837598,0.0,2.626900000000001,345.89199999999994,22,321.7,4,1,6,6,1,1,2,55.400000000000006,0.0,0,C16H24ClNO3S,597.1634112883033,6,0,0.3111111111111111,0.2857142857142857,0.3111111111111111,0.30508474576271183,0.3111111111111111,0.3111111111111111,1.0,1.0053794384002686
3,SCREEN,BACE1,1,3,3.521509885787964,Nc1cc2c(Nc3cccc(Cl)c3)nc3cc(C(=O)O)ccc3c2cn1,true,1,true,0,0.4637902955364573,0.0,4.460400000000002,364.7920000000001,26,351.6880000000001,5,3,7,3,4,0,4,101.13,0.0,0,C19H13ClN4O2,1176.9705911612095,2,0,0.4642857142857143,0.4642857142857143,0.3555555555555555,0.3220338983050848,0.4642857142857143,0.4642857142857143,1.0,1.0053794384002686
4,SCREEN,BACE1,1,4,3.521509885787964,O=C(Nc1ccc(-c2ccncc2)cc1)C1CCCN(Cc2ccc(F)c(F)c2)C1,true,1,true,0,0.6558704756081577,0.0,4.877500000000005,407.4640000000001,30,384.2800000000001,3,1,6,5,3,1,4,45.230000000000004,0.0,0,C24H23F2N3O,1008.7194440148875,2,2,0.4821428571428571,0.4821428571428571,0.1777777777777778,0.4576271186440678,0.4821428571428571,0.4821428571428571,1.0,1.0053794384002686
5,SCREEN,BACE1,1,5,3.521509885787964,CCN1c2cccnc2N(C)C(=O)c2cccnc21,true,1,true,0,0.7826475690361226,0.0,2.2245999999999997,254.29299999999998,19,240.18099999999995,4,0,5,1,2,1,3,49.330000000000005,0.0,0,C14H14N4O,640.8480202986965,1,0,0.3928571428571429,0.3928571428571429,0.33333333333333337,0.35593220338983056,0.3928571428571429,0.3928571428571429,1.0,1.0053794384002686
6,SCREEN,BACE1,1,6,3.521509885787964,COc1cc(NC(=O)c2ccccc2)ccc1OCCN(C(C)C)C(C)C,true,1,true,0,0.7086705725190995,0.0,4.4451000000000045,370.49300000000017,27,340.2530000000001,4,1,5,9,2,0,2,50.800000000000004,0.0,0,C22H30N2O3,721.5926783654531,6,0,0.4,0.3214285714285714,0.4,0.3728813559322034,0.4,0.4,1.0,1.0053794384002686
7,SCREEN,BACE1,1,7,3.521509885787964,COc1ccc(OC)c(C=NNC(=O)Nc2cccc3ccccc23)c1,true,1,true,0,0.5398565544885485,0.0,4.012600000000002,349.3900000000001,26,330.2380000000001,4,2,6,5,3,0,3,71.95,0.0,0,C20H19N3O3,948.6892006956582,1,0,0.375,0.375,0.33333333333333337,0.35593220338983056,0.375,0.375,1.0,1.0053794384002686
8,SCREEN,BACE1,1,8,3.521509885787964,CCOC(=O)CCCNc1nc2ccccc2c(=O)o1,true,1,true,0,0.6411392998711515,0.0,1.9431999999999998,276.29200000000003,20,260.164,6,1,6,6,2,0,2,81.42999999999999,0.0,0,C14H16N2O4,650.9091165060241,5,0,0.3111111111111111,0.2857142857142857,0.3111111111111111,0.23728813559322037,0.3111111111111111,0.3111111111111111,1.0,1.0053794384002686
9,SCREEN,BACE1,1,9,3.521509885787964,CC(=O)Nc1ccc(S(=O)(=O)NC(C)C(=O)OCC(=O)c2ccc(C)cc2)cc1,true,1,true,0,0.5002608840756552,0.0,2.0463199999999997,418.4710000000002,29,396.29500000000024,6,2,9,8,2,0,2,118.64000000000001,0.0,0,C20H22N2O6S,998.2718724989506,4,0,0.3389830508474576,0.3035714285714286,0.1777777777777778,0.3389830508474576,0.3389830508474576,0.3389830508474576,1.0,1.0053794384002686
10,SCREEN,BACE1,1,10,3.521509885787964,O=C(NN1CCCCC1)c1cc([N+](=O)[O-])ccc1Cl,true,1,true,0,0.682465304584377,0.0,2.3789000000000007,283.71500000000003,19,269.60299999999995,4,1,7,3,1,1,2,75.48,0.0,0,C12H14ClN3O3,500.99301729285304,1,0,0.2321428571428571,0.2321428571428571,0.2222222222222222,0.18644067796610164,0.2321428571428571,0.2321428571428571,1.0,1.0053794384002686
11,SCREEN,BACE1,1,11,3.521509885787964,CCC(NCc1n[nH]c(N)n1)C1CCCC1,true,1,true,0,0.7054743311367566,0.0,1.4452999999999996,223.32399999999996,16,202.15599999999998,4,3,5,5,1,1,2,79.62,0.0,0,C11H21N5,315.92975304685456,5,0,0.33333333333333337,0.1964285714285714,0.33333333333333337,0.2542372881355932,0.33333333333333337,0.33333333333333337,1.0,1.0053794384002686
12,SCREEN,BACE1,1,12,3.521509885787964,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c1ccc(=O)n(C)n1,true,1,true,0,0.8770059330680366,0.0,1.1593,350.32500000000005,25,334.197,5,1,9,5,2,0,2,84.3,0.0,0,C16H16F2N4O3,846.4485995941822,3,2,0.33333333333333337,0.3035714285714286,0.33333333333333337,0.288135593220339,0.33333333333333337,0.33333333333333337,1.0,1.0053794384002686
13,SCREEN,BACE1,1,13,3.521509885787964,O=C(Cn1cccnc1=O)NCC(CO)Cc1ccco1,true,1,true,0,0.7362755385610372,0.0,-0.19629999999999947,291.30699999999996,21,274.171,6,2,7,7,2,0,2,97.36,0.0,0,C14H17N3O4,621.154286974794,5,0,0.3035714285714286,0.3035714285714286,0.2666666666666667,0.27118644067796616,0.3035714285714286,0.3035714285714286,1.0,1.0053794384002686
