,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,BACE1_Sim,BACE1_Cmpd1_Sim,BACE1_Cmpd2_Sim,BACE1_Cmpd3_Sim,raw_BACE1_Sim,single,filter,score_time
0,CARL,BACE1,1,0,0.5091383457183838,C[S+]([O-])c1ccc(-n2cnnn2)c(C=CC=CC(=O)O)c1,true,1,true,0,0.5028620657555091,0.0,1.0536999999999999,304.3310000000001,21.0,292.23500000000007,6.0,1.0,8.0,5.0,2.0,0.0,2.0,103.96,0.0,0.0,C13H12N4O3S,680.7297489574381,1.0,0.0,0.30508474576271183,0.2857142857142857,0.19999999999999996,0.30508474576271183,0.30508474576271183,0.30508474576271183,1.0,0.5732743740081787
1,CARL,BACE1,1,1,0.5091383457183838,Cc1nn(CCO)c(C)c1CCC(=O)Nc1ccc(OC(F)(F)F)cc1,true,1,true,0,0.7846359054321289,0.0,2.9621400000000007,371.35900000000004,26.0,351.199,5.0,2.0,9.0,7.0,2.0,0.0,2.0,76.38,0.0,0.0,C17H20F3N3O3,755.0940847498775,3.0,3.0,0.3392857142857143,0.3392857142857143,0.28888888888888886,0.3220338983050848,0.3392857142857143,0.3392857142857143,1.0,0.5732743740081787
2,CARL,BACE1,1,2,0.5091383457183838,CC(=O)C1=C(O)C(=O)N(C(c2cccc(F)c2)C2CC2)C1c1cccc(Cl)c1,true,1,true,0,0.776293144910283,0.0,4.914800000000004,399.84900000000016,28.0,380.6970000000002,3.0,1.0,6.0,5.0,2.0,2.0,4.0,57.61,0.0,0.0,C22H19ClFNO3,998.7813157810411,3.0,1.0,0.3214285714285714,0.3214285714285714,0.19999999999999996,0.288135593220339,0.3214285714285714,0.3214285714285714,1.0,0.5732743740081787
3,CARL,BACE1,1,3,0.5091383457183838,COCCN1CCC2(CCN(C(C)CO)CC2)C1=O,true,1,true,0,0.7819678425393642,0.0,0.3281000000000001,270.373,19.0,244.16499999999994,4.0,1.0,5.0,5.0,0.0,2.0,2.0,53.01,0.0,0.0,C14H26N2O3,313.8129375884445,3.0,0.0,0.3389830508474576,0.1607142857142857,0.19999999999999996,0.3389830508474576,0.3389830508474576,0.3389830508474576,1.0,0.5732743740081787
4,CARL,BACE1,1,4,0.5091383457183838,CN1C(=O)NC2(CCN(C(=O)CCc3c[nH]c4ccccc34)CC2)C1=O,true,1,true,0,0.8219673322496698,0.0,1.6432999999999989,354.41000000000014,26.0,332.2340000000001,3.0,2.0,7.0,3.0,2.0,2.0,4.0,85.50999999999999,0.0,0.0,C19H22N4O3,879.7915048385039,3.0,0.0,0.4,0.2142857142857143,0.4,0.2542372881355932,0.4,0.4,1.0,0.5732743740081787
5,CARL,BACE1,1,5,0.5091383457183838,CCC1CCC(C#N)(c2cc(C3NC(=O)OC3c3ccc(C#N)cc3)ccc2F)CC1,true,1,true,0,0.7034119532692412,0.0,5.581160000000004,417.4840000000002,31.0,393.29200000000014,4.0,1.0,6.0,4.0,2.0,2.0,4.0,85.91,0.0,0.0,C25H24FN3O2,1059.6551829449559,1.0,1.0,0.4,0.375,0.4,0.27118644067796616,0.4,0.4,1.0,0.5732743740081787
6,CARL,BACE1,1,6,0.5091383457183838,CC12C(OC3OC(CN)C(O)C(O)C3O)CCC3(O)C1C(O)C2C3(C)F,true,1,true,0,0.33175394705944905,0.0,-1.9821999999999982,377.40900000000005,26.0,349.18500000000006,8.0,6.0,9.0,3.0,0.0,5.0,5.0,145.63000000000002,0.0,0.0,C17H28FNO7,583.4586988934817,2.0,1.0,0.35593220338983056,0.1964285714285714,0.24444444444444446,0.35593220338983056,0.35593220338983056,0.35593220338983056,1.0,0.5732743740081787
7,CARL,BACE1,1,7,0.5091383457183838,c1ccc2c(c1)ncc1sc(C3CCC3)nc12,true,1,true,0,0.6393206443226377,0.0,4.112000000000002,240.33099999999993,17.0,228.23499999999996,3.0,0.0,3.0,1.0,3.0,1.0,4.0,25.78,0.0,0.0,C14H12N2S,697.5811249827428,1.0,0.0,0.288135593220339,0.2857142857142857,0.2666666666666667,0.288135593220339,0.288135593220339,0.288135593220339,1.0,0.5732743740081787
8,CARL,BACE1,1,8,0.5091383457183838,Cc1ccc(S(=O)(=O)C(C)C(=O)N2CCCCC2)cc1,true,1,true,0,0.8584908038904882,0.0,2.16972,295.404,20.0,274.236,3.0,0.0,5.0,3.0,1.0,1.0,2.0,54.45,0.0,0.0,C15H21NO3S,571.6411186419023,3.0,0.0,0.4576271186440678,0.2857142857142857,0.33333333333333337,0.4576271186440678,0.4576271186440678,0.4576271186440678,1.0,0.5732743740081787
9,CARL,BACE1,1,9,0.5091383457183838,Cc1c(-c2cccc3cc(NC(=O)N4CCOCC4)c(C(=O)N4CCOCC4)cc23)cnn1C,true,1,true,0,0.6453440150344892,0.0,2.8852200000000012,463.53800000000024,34.0,434.3060000000002,6.0,1.0,9.0,3.0,3.0,2.0,5.0,88.93,0.0,0.0,C25H29N5O4,1225.514208993369,1.0,0.0,0.35593220338983056,0.2857142857142857,0.2222222222222222,0.35593220338983056,0.35593220338983056,0.35593220338983056,1.0,0.5732743740081787
