,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,AP_Sim,AP_Cmpd1_Sim,AP_Cmpd2_Sim,raw_AP_Sim,single,filter,score_time
0,CARL,AP,1,0,0.5113253593444824,ClC(=Cc1ccc(-c2cnc3ccc(Cl)nn23)o1)c1ccccn1,true,1,true,0,0.5297766256138268,0.0,4.774600000000003,357.20000000000005,24.0,347.1200000000001,5.0,0.0,7.0,3.0,4.0,0.0,4.0,56.22,0.0,0.0,C17H10Cl2N4O,1037.128967414714,1.0,0.0,0.29166666666666663,0.2894736842105263,0.29166666666666663,0.29166666666666663,0.29166666666666663,1.0,0.650381326675415
1,CARL,AP,1,1,0.5113253593444824,O=C(C(=O)N1CCN(c2ccccc2C(F)(F)F)CC1)N1CCN(c2ccccn2)CC1,true,1,true,0,0.6603838290098862,0.0,2.0977999999999994,447.46100000000035,32.0,423.26900000000023,5.0,0.0,10.0,2.0,2.0,2.0,4.0,59.99000000000001,0.0,0.0,C22H24F3N5O2,953.5386901863598,1.0,3.0,0.25,0.07894736842105265,0.25,0.25,0.25,1.0,0.650381326675415
2,CARL,AP,1,2,0.5113253593444824,CC12CCC=C3COC(=O)C3=C(C=CCO)CC1C1(C)C(C(=O)CCO)CCC21,true,1,true,0,0.6929890312990771,0.0,3.1187000000000014,400.51500000000027,29.0,368.2590000000001,5.0,2.0,5.0,5.0,0.0,4.0,4.0,83.83,0.0,0.0,C24H32O5,806.0886598882969,3.0,0.0,0.27083333333333337,0.0,0.27083333333333337,0.27083333333333337,0.27083333333333337,1.0,0.650381326675415
3,CARL,AP,1,3,0.5113253593444824,CCN(CC)CC(=O)c1cccc(-c2ccccc2C)c1,true,1,true,0,0.7400729325737327,0.0,4.186520000000003,281.39900000000006,21.0,258.2149999999999,2.0,0.0,2.0,6.0,2.0,0.0,2.0,20.310000000000002,0.0,0.0,C19H23NO,614.468347986946,5.0,0.0,0.4473684210526315,0.4473684210526315,0.35416666666666663,0.4473684210526315,0.4473684210526315,1.0,0.650381326675415
4,CARL,AP,1,4,0.5113253593444824,CCOCCN1CCN(S(=O)(=O)c2c(C)cc(C)cc2C)CC1,true,1,true,0,0.7429552455248529,0.0,1.9546599999999996,340.4890000000002,23.0,312.26500000000004,4.0,0.0,6.0,6.0,1.0,1.0,2.0,49.85,0.0,0.0,C17H28N2O3S,612.2337193386631,4.0,0.0,0.4473684210526315,0.4473684210526315,0.41666666666666663,0.4473684210526315,0.4473684210526315,1.0,0.650381326675415
5,CARL,AP,1,5,0.5113253593444824,CCOC(=O)CC1C(=O)OC(C(F)(F)F)=C(C(=O)OCC)C1C(C)C,true,1,true,0,0.5312912764546325,0.0,2.7643000000000013,366.3320000000001,25.0,345.1640000000001,6.0,0.0,9.0,6.0,0.0,1.0,1.0,78.90000000000002,0.0,0.0,C16H21F3O6,564.7075862110232,2.0,3.0,0.20833333333333337,0.02631578947368418,0.20833333333333337,0.20833333333333337,0.20833333333333337,1.0,0.650381326675415
6,CARL,AP,1,6,0.5113253593444824,C=C1C(=O)C(=O)C(C)=C1C,true,1,true,0,0.36792034784284006,0.0,1.0308,136.14999999999998,10.0,128.08599999999998,2.0,0.0,2.0,0.0,0.0,1.0,1.0,34.14,0.0,0.0,C8H8O2,242.9821786662728,0.0,0.0,0.29166666666666663,0.1842105263157895,0.29166666666666663,0.29166666666666663,0.29166666666666663,1.0,0.650381326675415
7,CARL,AP,1,7,0.5113253593444824,O=C(c1ccccc1-n1cncn1)N1CCC(C(=O)N2CCOCC2)CC1,true,1,true,0,0.8056575042746246,0.0,0.9782999999999997,369.42500000000024,27.0,346.2410000000001,6.0,0.0,8.0,3.0,2.0,2.0,4.0,80.56,0.0,0.0,C19H23N5O3,793.436273863165,1.0,0.0,0.35416666666666663,0.10526315789473684,0.35416666666666663,0.35416666666666663,0.35416666666666663,1.0,0.650381326675415
8,CARL,AP,1,8,0.5113253593444824,Cc1cccc(C2COC(=O)C2C2(C(=O)NC3CCOC3)CCC2)c1,true,1,true,0,0.8524167884627918,0.0,2.32702,343.42300000000023,25.0,318.22300000000007,4.0,1.0,5.0,4.0,1.0,3.0,4.0,64.63000000000001,0.0,0.0,C20H25NO4,676.0286559175872,1.0,0.0,0.3125,0.1578947368421053,0.3125,0.3125,0.3125,1.0,0.650381326675415
9,CARL,AP,1,9,0.5113253593444824,N#Cc1ccc(N2CCn3nc(C4CCC5CCCCC54)nc3C2)nc1,true,1,true,0,0.8330056943448746,0.0,3.2487800000000018,348.45400000000006,26.0,324.26200000000006,6.0,0.0,6.0,2.0,2.0,3.0,5.0,70.63,0.0,0.0,C20H24N6,832.9765672638389,1.0,0.0,0.29166666666666663,0.23684210526315785,0.29166666666666663,0.29166666666666663,0.29166666666666663,1.0,0.650381326675415
