,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,EGFR_Sim,EGFR_Cmpd1_Sim,EGFR_Cmpd2_Sim,EGFR_Cmpd3_Sim,EGFR_Cmpd4_Sim,raw_EGFR_Sim,single,filter,score_time
7680,REINFORCE,EGFR,61,0,110.1105637550354,Cc1cc(-c2cncc(NC(=O)CCCC(N)=O)c2)ccc1-c1ncncc1CNC(C)CO,true,1,true,0,0.3428352220421143,0.0,2.5785200000000006,462.55400000000014,34.0,432.31400000000025,7.0,4.0,9.0,11.0,3.0,0.0,3.0,143.12,0.0,0.0,C25H30N6O3,1150.9998297513616,4.0,0.0,0.3623188405797102,0.34615384615384615,0.3142857142857143,0.2542372881355932,0.3623188405797102,0.3623188405797102,0.3623188405797102,1.0,1.2795143127441406
7681,REINFORCE,EGFR,61,1,110.1105637550354,Cc1cccc(-c2n[nH]cc2C(=O)N(C)CC(=O)N2CCCC2C(C)C)c1,true,1,true,0,0.88157469033959,0.0,3.1041200000000018,368.48100000000017,27.0,340.2570000000002,3.0,1.0,6.0,5.0,2.0,1.0,3.0,69.3,0.0,0.0,C21H28N4O2,827.0940296259113,2.0,0.0,0.4576271186440678,0.3846153846153846,0.30000000000000004,0.4576271186440678,0.28985507246376807,0.4576271186440678,0.4576271186440678,1.0,1.2795143127441406
7682,REINFORCE,EGFR,61,2,110.1105637550354,CCOc1cc(C(=O)NCCc2ccccc2Cl)ccc1-c1cc(=O)n(O)c(=O)[nH]1,true,1,true,0,0.49914453063056996,0.0,2.4654999999999996,429.8600000000001,30.0,409.7000000000002,6.0,3.0,9.0,7.0,3.0,0.0,3.0,113.41999999999999,0.0,0.0,C21H20ClN3O5,1154.4947365288235,3.0,0.0,0.44067796610169496,0.3653846153846154,0.2857142857142857,0.44067796610169496,0.34782608695652173,0.44067796610169496,0.44067796610169496,1.0,1.2795143127441406
7683,REINFORCE,EGFR,61,3,110.1105637550354,Cc1cn(C(=O)CCC(=O)CCN2CCCCC2)c2ccccc12,true,1,true,0,0.8103374362912884,0.0,3.8152200000000027,326.43999999999994,24.0,300.232,4.0,0.0,4.0,6.0,2.0,1.0,3.0,42.31,0.0,0.0,C20H26N2O2,726.3141178063312,7.0,0.0,0.38983050847457623,0.23076923076923073,0.2857142857142857,0.38983050847457623,0.23188405797101452,0.38983050847457623,0.38983050847457623,1.0,1.2795143127441406
7684,REINFORCE,EGFR,61,4,110.1105637550354,CC(C)(C)C=CC(=O)OC1C2CC(O)C(O)CC2(C)C2CCc3cc(Cl)c(Cl)c(O)c3C12C,true,1,true,0,0.38709882774665966,0.0,5.184900000000006,497.45900000000034,33.0,463.18700000000024,5.0,3.0,7.0,2.0,1.0,3.0,4.0,86.99000000000001,0.0,0.0,C26H34Cl2O5,999.3768790269825,1.0,0.0,0.37142857142857144,0.05769230769230771,0.37142857142857144,0.2033898305084746,0.2753623188405797,0.37142857142857144,0.37142857142857144,1.0,1.2795143127441406
7685,REINFORCE,EGFR,61,5,110.1105637550354,Cc1cc(CC(=O)OC(C)(C)C)nc2c(C(C)(C)C)c(O)ccc12,true,1,true,0,0.8280496699929334,0.0,4.430520000000005,329.44000000000005,24.0,302.22400000000005,4.0,1.0,4.0,2.0,2.0,0.0,2.0,59.42,0.0,0.0,C20H27NO3,780.0412597517584,2.0,0.0,0.44067796610169496,0.34615384615384615,0.30000000000000004,0.44067796610169496,0.37681159420289856,0.44067796610169496,0.44067796610169496,1.0,1.2795143127441406
7686,REINFORCE,EGFR,61,6,110.1105637550354,COc1ccc(C=CC(=NNc2ccc(C(C)=O)cc2)C(C)C)cc1OC,true,1,true,0,0.4036795152054027,0.0,5.043700000000005,366.4610000000001,27.0,340.2530000000001,5.0,1.0,5.0,8.0,2.0,0.0,2.0,59.92,0.0,0.0,C22H26N2O3,837.1364368025344,2.0,0.0,0.42307692307692313,0.42307692307692313,0.34285714285714286,0.38983050847457623,0.34782608695652173,0.42307692307692313,0.42307692307692313,1.0,1.2795143127441406
7687,REINFORCE,EGFR,61,7,110.1105637550354,CCCCn1cc(C(=O)Nc2ccccc2)c(-c2ccc(Cl)cc2)c1C(=O)OCC,true,1,true,0,0.4483571248587953,0.0,6.037600000000005,424.92800000000017,30.0,399.7280000000002,4.0,1.0,6.0,8.0,3.0,0.0,3.0,60.33,0.0,0.0,C24H25ClN2O3,1010.9352370936588,3.0,0.0,0.3913043478260869,0.32692307692307687,0.34285714285714286,0.38983050847457623,0.3913043478260869,0.3913043478260869,0.3913043478260869,1.0,1.2795143127441406
7688,REINFORCE,EGFR,61,8,110.1105637550354,Cc1ccccc1NC(=O)COC(=O)CSc1ccccc1C,true,1,true,0,0.6500055025545082,0.0,3.577440000000003,329.421,23.0,310.26900000000006,4.0,1.0,5.0,6.0,2.0,0.0,2.0,55.4,0.0,0.0,C18H19NO3S,700.1709828705707,3.0,0.0,0.32692307692307687,0.32692307692307687,0.27142857142857146,0.3220338983050848,0.2753623188405797,0.32692307692307687,0.32692307692307687,1.0,1.2795143127441406
7689,REINFORCE,EGFR,61,9,110.1105637550354,CCCn1nc(C)c(CO)c1Cc1ccc(S(=O)(=O)N2CCCCCC2)cc1,true,1,true,0,0.7672106696979567,0.0,3.2493200000000018,405.5640000000003,28.0,374.31600000000014,5.0,1.0,7.0,7.0,2.0,1.0,3.0,75.42999999999999,0.0,0.0,C21H31N3O3S,880.3647836908999,2.0,0.0,0.4067796610169492,0.40384615384615385,0.3142857142857143,0.4067796610169492,0.28985507246376807,0.4067796610169492,0.4067796610169492,1.0,1.2795143127441406
