,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,BACE1_Sim,BACE1_Cmpd1_Sim,BACE1_Cmpd2_Sim,BACE1_Cmpd3_Sim,raw_BACE1_Sim,single,filter,score_time
6016,REINFORCE,BACE1,48,0,81.67971110343933,CN(Cc1ccc(N(C)C)cc1Br)C(=O)c1ccc(-c2ccccc2F)o1,true,1,true,0,0.558383597440311,0.0,5.186400000000004,431.3050000000001,27.0,411.1450000000002,3.0,0.0,6.0,5.0,3.0,0.0,3.0,36.69,0.0,0.0,C21H20BrFN2O2,968.3203904494181,2.0,1.0,0.3928571428571429,0.3928571428571429,0.33333333333333337,0.30508474576271183,0.3928571428571429,0.3928571428571429,1.0,0.9236922264099121
6017,REINFORCE,BACE1,48,1,81.67971110343933,O=C(NCCCc1ccccc1)c1ccc2ccccc2c1,true,1,true,0,0.7006394220027794,0.0,4.2024000000000035,289.37800000000004,22.0,270.22599999999994,1.0,1.0,2.0,5.0,3.0,0.0,3.0,29.1,0.0,0.0,C20H19NO,764.7739598068451,4.0,0.0,0.3928571428571429,0.3928571428571429,0.3555555555555555,0.2033898305084746,0.3928571428571429,0.3928571428571429,1.0,0.9236922264099121
6018,REINFORCE,BACE1,48,2,81.67971110343933,COc1ccc(C(c2ccccc2)N(CCN2CCCCC2)S(=O)(=O)c2ccc(Cl)cc2)cc1,true,1,true,0,0.38422622141325624,0.0,5.614800000000006,499.07600000000025,34.0,467.8280000000002,4.0,0.0,7.0,9.0,3.0,1.0,4.0,49.85,0.0,0.0,C27H31ClN2O3S,1146.7442940439787,8.0,0.0,0.4067796610169492,0.3035714285714286,0.0888888888888889,0.4067796610169492,0.4067796610169492,0.4067796610169492,1.0,0.9236922264099121
6019,REINFORCE,BACE1,48,3,81.67971110343933,Cc1ccsc1C(=O)NCCc1ccccc1,true,1,true,0,0.8810581918615884,0.0,3.029020000000002,245.347,17.0,230.22699999999995,2.0,1.0,3.0,4.0,2.0,0.0,2.0,29.1,0.0,0.0,C14H15NOS,489.9331339144659,3.0,0.0,0.3111111111111111,0.2678571428571429,0.3111111111111111,0.2542372881355932,0.3111111111111111,0.3111111111111111,1.0,0.9236922264099121
6020,REINFORCE,BACE1,48,4,81.67971110343933,C(N(C)C)CCCOc1ccc2c(c1)CC1CCC(CN)c21,false,0,true,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,1.0,0.9236922264099121
6021,REINFORCE,BACE1,48,5,81.67971110343933,CC(=O)NC(C)Cc1cn(CC(=O)Nc2c(F)cccc2F)c2ccccc12,true,1,true,0,0.6807383794090942,0.0,3.625300000000002,385.41400000000004,28.0,364.2460000000001,3.0,2.0,7.0,6.0,3.0,0.0,3.0,63.13,0.0,0.0,C21H21F2N3O2,1009.4126439368866,3.0,2.0,0.4222222222222223,0.375,0.4222222222222223,0.2542372881355932,0.4222222222222223,0.4222222222222223,1.0,0.9236922264099121
6022,REINFORCE,BACE1,48,6,81.67971110343933,CC(NC(=O)CSc1nc2ccccc2s1)c1cccs1,true,1,true,0,0.7063218037103473,0.0,4.327300000000003,334.49100000000004,21.0,320.379,5.0,1.0,6.0,5.0,3.0,0.0,3.0,41.99,0.0,0.0,C15H14N2OS3,703.3092935643703,3.0,0.0,0.3392857142857143,0.3392857142857143,0.33333333333333337,0.2033898305084746,0.3392857142857143,0.3392857142857143,1.0,0.9236922264099121
6023,REINFORCE,BACE1,48,7,81.67971110343933,C=C(CNc1ccc(OCC)cc1)c1ccc(F)cc1,true,1,true,0,0.8430033602429162,0.0,4.349700000000003,271.335,20.0,253.19099999999995,2.0,1.0,3.0,6.0,2.0,0.0,2.0,21.259999999999998,0.0,0.0,C17H18FNO,560.5488048405729,4.0,1.0,0.3928571428571429,0.3928571428571429,0.37777777777777777,0.27118644067796616,0.3928571428571429,0.3928571428571429,1.0,0.9236922264099121
6024,REINFORCE,BACE1,48,8,81.67971110343933,N#Cc1c(O)cc(O)c2c(N)nc(NCCc3ccc(Cl)c(Cl)c3)nc12,true,1,true,0,0.5370880031258236,0.0,3.4562800000000014,390.23,26.0,377.12600000000003,7.0,4.0,9.0,4.0,3.0,0.0,3.0,128.07999999999998,0.0,0.0,C17H13Cl2N5O2,1049.7282858819096,4.0,0.0,0.3389830508474576,0.3214285714285714,0.2666666666666667,0.3389830508474576,0.3389830508474576,0.3389830508474576,1.0,0.9236922264099121
6025,REINFORCE,BACE1,48,9,81.67971110343933,NC(=O)C1CCS(=O)(=O)N1Cc1ccc(-c2csc(Nc3ccccc3F)n2)cc1,true,1,true,0,0.6054030974291188,0.0,3.082200000000002,446.52900000000005,30.0,427.3770000000002,6.0,2.0,10.0,6.0,3.0,1.0,4.0,105.39,0.0,0.0,C20H19FN4O3S2,1178.7720785669994,2.0,1.0,0.3035714285714286,0.3035714285714286,0.24444444444444446,0.1694915254237288,0.3035714285714286,0.3035714285714286,1.0,0.9236922264099121
