,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,AP_Sim,AP_Cmpd1_Sim,AP_Cmpd2_Sim,raw_AP_Sim,single,filter,score_time
0,CARL,AP,1,0,0.4344456195831299,N#Cc1ccc2[nH]c3c(c2c1)CCc1c-3nn(C2CC(C(=O)NCc3ccc(F)cc3)O2)c1Br,true,1,true,0,0.4142541596600847,0.0,4.507180000000003,520.3620000000001,34.0,501.2100000000002,5.0,2.0,9.0,4.0,4.0,2.0,6.0,95.73,0.0,0.0,C25H19BrFN5O2,1477.9763256551482,2.0,1.0,0.375,0.0,0.375,0.375,0.375,1.0,0.3105151653289795
1,CARL,AP,1,1,0.4344456195831299,CCN(CCCCNC(=O)NC1CCCCC1)Cc1ccccc1,true,1,true,0,0.6736677753567532,0.0,3.920600000000003,331.50399999999996,24.0,298.24,2.0,2.0,4.0,9.0,1.0,1.0,2.0,44.370000000000005,0.0,0.0,C20H33N3O,457.2115822544685,8.0,0.0,0.375,0.2894736842105263,0.375,0.375,0.375,1.0,0.3105151653289795
2,CARL,AP,1,2,0.4344456195831299,C1CC(Oc2ccc(C(C)N(Cc3ccc(CNC(C(C)C)=O)cc3)=O)c2)Cc2ccccc21,false,0,true,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27083333333333337,0.0,0.27083333333333337,0.27083333333333337,0.27083333333333337,1.0,0.3105151653289795
3,CARL,AP,1,3,0.4344456195831299,O=C(NO)C1CCCN1S(=O)(=O)c1cc(Cl)c2[nH]c(=O)c3ccccc3c2c1,true,1,true,0,0.3391810790856886,0.0,1.9931999999999999,421.86200000000014,28.0,405.7340000000002,5.0,3.0,10.0,3.0,3.0,1.0,4.0,119.57,0.0,0.0,C18H16ClN3O5S,1271.4304467188624,2.0,0.0,0.22916666666666663,0.02631578947368418,0.22916666666666663,0.22916666666666663,0.22916666666666663,1.0,0.3105151653289795
4,CARL,AP,1,4,0.4344456195831299,COCCC1COC2CN(C(=O)c3cc(C(C)C)on3)CC2O1,true,1,true,0,0.8158638815474623,0.0,1.4428999999999996,324.37700000000007,23.0,300.185,6.0,0.0,7.0,5.0,1.0,2.0,3.0,74.03000000000002,0.0,0.0,C16H24N2O5,544.3278322302623,3.0,0.0,0.39583333333333337,0.368421052631579,0.39583333333333337,0.39583333333333337,0.39583333333333337,1.0,0.3105151653289795
5,CARL,AP,1,5,0.4344456195831299,CN1c2ccc(-c3cccc(C#N)c3)cc2C(c2ccc(C(=N)N)cc2)C1C(=O)O,true,1,true,0,0.4609038143440041,0.0,3.544250000000001,396.4500000000001,30.0,376.29000000000013,4.0,3.0,6.0,4.0,3.0,1.0,4.0,114.2,0.0,0.0,C24H20N4O2,1194.5729601106727,1.0,0.0,0.29166666666666663,0.13157894736842102,0.29166666666666663,0.29166666666666663,0.29166666666666663,1.0,0.3105151653289795
6,CARL,AP,1,6,0.4344456195831299,CC(C)N1CCN(C(=O)Nc2c3ccccc3n3ccccc23)CC1,true,1,true,0,0.7758324667639281,0.0,3.650400000000003,336.43900000000014,25.0,312.24700000000007,3.0,1.0,5.0,2.0,3.0,1.0,4.0,39.989999999999995,0.0,0.0,C20H24N4O,853.0962081340516,1.0,0.0,0.5526315789473684,0.5526315789473684,0.33333333333333337,0.5526315789473684,0.5526315789473684,1.0,0.3105151653289795
7,CARL,AP,1,7,0.4344456195831299,CN(Cc1cccnc1)C(=O)C1CC(=O)N(Cc2ccc(C(=O)O)cc2)C1,true,1,true,0,0.840492369161334,0.0,1.7869,367.4050000000001,27.0,346.2370000000001,4.0,1.0,7.0,6.0,2.0,1.0,3.0,90.81000000000002,0.0,0.0,C20H21N3O4,836.0651455191346,2.0,0.0,0.4375,0.13157894736842102,0.4375,0.4375,0.4375,1.0,0.3105151653289795
8,CARL,AP,1,8,0.4344456195831299,COc1ccc(NC(=O)N2N=C(C(F)F)CC2c2ccc(C(F)(F)F)cc2)cc1Cl,true,1,true,0,0.5872031998065267,0.0,5.967400000000003,447.79100000000005,30.0,432.67100000000005,3.0,1.0,11.0,4.0,2.0,1.0,3.0,53.93,0.0,0.0,C19H15ClF5N3O2,963.632505904881,1.0,5.0,0.1875,0.052631578947368474,0.1875,0.1875,0.1875,1.0,0.3105151653289795
9,CARL,AP,1,9,0.4344456195831299,COc1ccc(Nc2ccccc(=O)c2C(=O)N2CCOCC2)cc1S(=O)(=O)NCc1ccco1,true,1,true,0,0.48360519662844426,0.0,2.3429,499.5450000000003,35.0,474.3450000000003,8.0,2.0,11.0,8.0,3.0,1.0,4.0,127.17999999999999,0.0,0.0,C24H25N3O7S,1351.7807612190866,4.0,0.0,0.20833333333333337,0.0,0.20833333333333337,0.20833333333333337,0.20833333333333337,1.0,0.3105151653289795
10,CARL,AP,1,10,0.4344456195831299,COC(=O)CCC(=O)C1CCC2C3CCC4(C)C(CC(O)C4C(C)=O)C3CCC12C,true,1,true,0,0.6838464670287386,0.0,3.9535000000000036,418.57400000000024,30.0,380.27000000000015,5.0,1.0,5.0,5.0,0.0,4.0,4.0,80.67000000000002,0.0,0.0,C25H38O5,731.0506278321225,4.0,0.0,0.25,0.0,0.25,0.25,0.25,1.0,0.3105151653289795
11,CARL,AP,1,11,0.4344456195831299,Oc1c(C=NNc2nc(-c3ccccc3)nc3c(CC)c(C#N)c(=N)n2-3)cccc1,false,0,true,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1842105263157895,0.25,0.25,0.25,1.0,0.3105151653289795
12,CARL,AP,1,12,0.4344456195831299,N#Cc1c(-c2cc(O)c(O)c(C=O)c2O)cc(-c2cccs2)nc1N,true,1,true,0,0.3221853675375872,0.0,2.8602800000000013,353.35900000000004,25.0,342.271,8.0,4.0,8.0,3.0,3.0,0.0,3.0,140.46,0.0,0.0,C17H11N3O4S,1023.602718175006,1.0,0.0,0.33333333333333337,0.1578947368421053,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0,0.3105151653289795
13,CARL,AP,1,13,0.4344456195831299,c1ccc(-c2ccnc(NC3CC3)c2)cc1,true,1,true,0,0.8401586166023741,0.0,3.3229000000000015,210.27999999999997,16.0,196.16799999999998,2.0,1.0,2.0,3.0,2.0,1.0,3.0,24.92,0.0,0.0,C14H14N2,475.1038317255623,2.0,0.0,0.3421052631578947,0.3421052631578947,0.33333333333333337,0.3421052631578947,0.3421052631578947,1.0,0.3105151653289795
14,CARL,AP,1,14,0.4344456195831299,CCc1c(-c2ccc([SH](F)(F)(F)F)cc2)c2c(=O)n(Cc3ccc(F)cc3F)cnc2sc1=O,true,1,true,0,0.24774466286377678,0.0,6.343600000000004,518.5040000000001,34.0,502.3760000000002,5.0,1.0,12.0,5.0,4.0,0.0,4.0,51.96,0.0,0.0,C22H16F6N2O2S2,1533.0459287264455,2.0,6.0,0.16666666666666663,0.0,0.16666666666666663,0.16666666666666663,0.16666666666666663,1.0,0.3105151653289795
15,CARL,AP,1,15,0.4344456195831299,Cn1nnn(-c2ccc(CNC(=O)c3[nH]cnc3-c3ccccc3F)cc2)c1=O,true,1,true,0,0.5329024168964226,0.0,1.4251999999999991,393.3820000000001,29.0,377.2540000000002,7.0,2.0,10.0,5.0,4.0,0.0,4.0,110.49000000000001,0.0,0.0,C19H16FN7O2,1223.8459562388327,2.0,1.0,0.27083333333333337,0.1842105263157895,0.27083333333333337,0.27083333333333337,0.27083333333333337,1.0,0.3105151653289795
16,CARL,AP,1,16,0.4344456195831299,c1(=O)n2c(nc3sc4c(c-1c4ccc(S(=O)(Nc1cc(F)c(Cl)cc1)=O)c2)C)c(C)cs3,false,0,true,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0625,1.0,0.3105151653289795
17,CARL,AP,1,17,0.4344456195831299,O=C(c1ccc(O)cc1)c1coc(-c2ccc3ccncc3c2)n1,true,1,true,0,0.5813348855573486,0.0,3.8264000000000022,316.31600000000003,24.0,304.22,5.0,1.0,5.0,3.0,4.0,0.0,4.0,76.22,0.0,0.0,C19H12N2O3,1035.867710332308,2.0,0.0,0.35416666666666663,0.3157894736842105,0.35416666666666663,0.35416666666666663,0.35416666666666663,1.0,0.3105151653289795
18,CARL,AP,1,18,0.4344456195831299,Cc1ccc2nc(C)c(C(=O)Nc3ccc(Cl)cc3)nc2c1,true,1,true,0,0.7731031721346725,0.0,4.152340000000002,311.77200000000005,22.0,297.66,3.0,1.0,5.0,2.0,3.0,0.0,3.0,54.88,0.0,0.0,C17H14ClN3O,859.6570910026826,1.0,0.0,0.45833333333333337,0.39473684210526316,0.45833333333333337,0.45833333333333337,0.45833333333333337,1.0,0.3105151653289795
19,CARL,AP,1,19,0.4344456195831299,CN(C)S(=O)(=O)NCC(O)COc1cc(Cl)c2c(c1)oc1ccccc12,true,1,true,0,0.6370984815556684,0.0,2.3751000000000015,398.86800000000017,26.0,379.7160000000002,5.0,2.0,9.0,7.0,3.0,0.0,3.0,92.01,0.0,0.0,C17H19ClN2O5S,1032.236620909524,7.0,0.0,0.27083333333333337,0.1578947368421053,0.27083333333333337,0.27083333333333337,0.27083333333333337,1.0,0.3105151653289795
20,CARL,AP,1,20,0.4344456195831299,O=C(CSc1cccc2c1NCCC2)NCc1ccc(-c2cccc(Cl)c2)nn1,true,1,true,0,0.567438637478115,0.0,4.563600000000003,424.957,29.0,403.78900000000016,5.0,2.0,7.0,6.0,3.0,1.0,4.0,66.91,0.0,0.0,C22H21ClN4OS,1009.9490320747007,3.0,0.0,0.33333333333333337,0.2894736842105263,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0,0.3105151653289795
21,CARL,AP,1,21,0.4344456195831299,COc1cc(C2=NCCCc3coc(C)c32)cc(OC)c1OC,true,1,true,0,0.8675253149711394,0.0,3.397420000000002,315.3690000000001,23.0,294.201,5.0,0.0,5.0,4.0,2.0,1.0,3.0,53.19000000000001,0.0,0.0,C18H21NO4,720.4701270368145,1.0,0.0,0.3421052631578947,0.3421052631578947,0.3125,0.3421052631578947,0.3421052631578947,1.0,0.3105151653289795
