,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,EGFR_Sim,EGFR_Cmpd1_Sim,EGFR_Cmpd2_Sim,EGFR_Cmpd3_Sim,EGFR_Cmpd4_Sim,raw_EGFR_Sim,single,filter,score_time
0,CARL,EGFR,1,0,0.652604341506958,N#Cc1cc(C(=O)Nc2cccc3cccnc23)c(O)c2[nH]c3ccccc3c12,true,1,true,0,0.41428232607745213,0.0,4.698880000000003,378.39100000000013,29.0,364.2790000000001,4.0,3.0,6.0,2.0,5.0,0.0,5.0,101.80000000000001,0.0,0.0,C23H14N4O2,1472.3517272258318,1.0,0.0,0.38983050847457623,0.23076923076923073,0.22857142857142854,0.38983050847457623,0.30434782608695654,0.38983050847457623,0.38983050847457623,1.0,0.6825070381164551
1,CARL,EGFR,1,1,0.652604341506958,O=C(CCCC(=O)N1C2C=CC(C2)C1C(=O)O)Nc1ccc2ccccc2c1,true,1,true,0,0.7560517871205763,0.0,3.1887000000000008,378.4280000000001,28.0,356.2520000000002,3.0,2.0,6.0,6.0,2.0,2.0,4.0,86.71000000000001,0.0,0.0,C22H22N2O4,967.9180203762895,4.0,0.0,0.30000000000000004,0.11538461538461542,0.30000000000000004,0.27118644067796616,0.2753623188405797,0.30000000000000004,0.30000000000000004,1.0,0.6825070381164551
2,CARL,EGFR,1,2,0.652604341506958,COC(=O)C(NC(=O)c1ccncn1)Sc1ccccc1,true,1,true,0,0.5119615917721233,0.0,1.4977999999999996,303.343,21.0,290.23900000000003,6.0,1.0,7.0,5.0,2.0,0.0,2.0,81.17999999999999,0.0,0.0,C14H13N3O3S,607.3760018335677,4.0,0.0,0.30434782608695654,0.25,0.2571428571428571,0.27118644067796616,0.30434782608695654,0.30434782608695654,0.30434782608695654,1.0,0.6825070381164551
3,CARL,EGFR,1,3,0.652604341506958,COc1ccc(C2C[N+]3(CC(=O)NCC(=O)O)CCC2CC3)cc1OC,true,1,true,0,0.7119969167429708,0.0,1.2286000000000004,363.43400000000014,26.0,336.21800000000013,4.0,2.0,7.0,7.0,1.0,3.0,4.0,84.86,0.0,1.0,C19H27N2O5+,682.5070950106063,2.0,0.0,0.38983050847457623,0.34615384615384615,0.27142857142857146,0.38983050847457623,0.28985507246376807,0.38983050847457623,0.38983050847457623,1.0,0.6825070381164551
4,CARL,EGFR,1,4,0.652604341506958,Cn1ccc(NC(=O)NC2c3ccc(F)cc3SC23CCN(C(=O)Cc2ccccc2)CC3)n1,true,1,true,0,0.5898360431629806,0.0,4.131600000000003,479.58100000000036,34.0,453.3730000000003,5.0,2.0,9.0,4.0,3.0,2.0,5.0,79.26,0.0,0.0,C25H26FN5O2S,1207.02489010326,2.0,1.0,0.576271186440678,0.34615384615384615,0.3285714285714286,0.576271186440678,0.30434782608695654,0.576271186440678,0.576271186440678,1.0,0.6825070381164551
5,CARL,EGFR,1,5,0.652604341506958,Cc1nc(N2CCOCC2)c2c3c1CCN(Cc1ccc(C(F)(F)F)cc1)C(O)(CC3)CN(C)C2=O,true,1,true,0,0.6934385972568003,0.0,3.0105200000000014,504.5530000000002,36.0,473.3050000000002,6.0,1.0,10.0,3.0,2.0,3.0,5.0,69.14,0.0,0.0,C26H31F3N4O3,1148.6039041263296,2.0,3.0,0.3142857142857143,0.25,0.3142857142857143,0.27118644067796616,0.26086956521739135,0.3142857142857143,0.3142857142857143,1.0,0.6825070381164551
6,CARL,EGFR,1,6,0.652604341506958,N#CC(NC1=NCCS1)=C(C#N)c1nc2ccccc2s1,true,1,true,0,0.8619739007315187,0.0,2.7469600000000014,311.39500000000004,21.0,302.32300000000004,7.0,1.0,7.0,2.0,2.0,1.0,3.0,84.86,0.0,0.0,C14H9N5S2,801.9017942840665,3.0,0.0,0.2753623188405797,0.17307692307692313,0.2571428571428571,0.18644067796610164,0.2753623188405797,0.2753623188405797,0.2753623188405797,1.0,0.6825070381164551
7,CARL,EGFR,1,7,0.652604341506958,CCOCCCNc1nccc(-c2ccco2)n1,true,1,true,0,0.7618656205942264,0.0,2.575100000000001,247.29800000000003,18.0,230.16199999999998,5.0,1.0,5.0,7.0,2.0,0.0,2.0,60.18,0.0,0.0,C13H17N3O2,457.0197331620268,6.0,0.0,0.26086956521739135,0.25,0.2571428571428571,0.2542372881355932,0.26086956521739135,0.26086956521739135,0.26086956521739135,1.0,0.6825070381164551
8,CARL,EGFR,1,8,0.652604341506958,COc1cccc(NC(=O)c2cccc(NC(=O)c3ccc(Cl)cc3)c2)c1,true,1,true,0,0.6642354903531181,0.0,4.853200000000003,380.831,27.0,363.69500000000016,3.0,2.0,6.0,5.0,3.0,0.0,3.0,67.43,0.0,0.0,C21H17ClN2O3,971.1705574097634,1.0,0.0,0.423728813559322,0.3653846153846154,0.3285714285714286,0.423728813559322,0.33333333333333337,0.423728813559322,0.423728813559322,1.0,0.6825070381164551
9,CARL,EGFR,1,9,0.652604341506958,CC1CNC(=Cc2cccc(OCc3ccccc3)c2)C(C)c2ccccc21,true,1,true,0,0.5983023704463195,0.0,6.1169000000000056,369.5080000000001,28.0,342.29200000000014,2.0,1.0,2.0,4.0,3.0,1.0,4.0,21.259999999999998,0.0,0.0,C26H27NO,960.9315408799752,3.0,0.0,0.37681159420289856,0.32692307692307687,0.3142857142857143,0.3728813559322034,0.37681159420289856,0.37681159420289856,0.37681159420289856,1.0,0.6825070381164551
