,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,AP_Sim,AP_Cmpd1_Sim,AP_Cmpd2_Sim,raw_AP_Sim,single,filter,score_time
0,REINFORCE,AP,1,0,0.4597489833831787,COC(=O)c1ccc(C(=O)C=Cc2cccc(C(C)C)c2)cc1,true,1,true,0,0.464080142600413,0.0,4.492700000000004,308.377,23.0,288.217,3.0,0.0,3.0,5.0,2.0,0.0,2.0,43.370000000000005,0.0,0.0,C20H20O3,724.8069352381588,2.0,0.0,0.3125,0.26315789473684215,0.3125,0.3125,0.3125,1.0,1.289020299911499
1,REINFORCE,AP,1,1,0.4597489833831787,CN(S)C1(C=NNC2=NCCN2)CC1,true,1,true,0,0.34650757504479585,0.0,-0.1698000000000004,213.30999999999997,14.0,198.19,6.0,3.0,6.0,3.0,0.0,2.0,2.0,52.019999999999996,0.0,0.0,C8H15N5S,268.90520406959547,2.0,0.0,0.2894736842105263,0.2894736842105263,0.27083333333333337,0.2894736842105263,0.2894736842105263,1.0,1.289020299911499
2,REINFORCE,AP,1,2,0.4597489833831787,C=CCn1c(=O)n(CCC)c2cnc(C(=O)NCCc3c[nH]cn3)c(O)c21,true,1,true,0,0.5150019673527829,0.0,1.1951999999999992,370.4130000000001,27.0,348.23700000000014,7.0,3.0,9.0,8.0,3.0,0.0,3.0,117.83000000000001,0.0,0.0,C18H22N6O3,1016.0633115629437,3.0,0.0,0.27083333333333337,0.10526315789473684,0.27083333333333337,0.27083333333333337,0.27083333333333337,1.0,1.289020299911499
3,REINFORCE,AP,1,3,0.4597489833831787,CCC(=O)NC(C(=O)O)C1(COc2ccccc2)CCOCC1,true,1,true,0,0.8002992264563449,0.0,1.8415999999999995,321.37300000000016,23.0,298.189,4.0,2.0,6.0,7.0,1.0,1.0,2.0,84.86000000000001,0.0,0.0,C17H23NO5,525.0450811559484,6.0,0.0,0.375,0.26315789473684215,0.375,0.375,0.375,1.0,1.289020299911499
4,REINFORCE,AP,1,4,0.4597489833831787,CCN(CC)S(=O)(=O)c1cc(-c2nc(O)c3c(n2)CCCC3)ccc1C,true,1,true,0,0.8682323448544894,0.0,3.0669200000000014,375.4940000000002,26.0,350.29400000000015,5.0,1.0,7.0,5.0,2.0,1.0,3.0,83.39,0.0,0.0,C19H25N3O3S,921.8668560365572,4.0,0.0,0.29166666666666663,0.1842105263157895,0.29166666666666663,0.29166666666666663,0.29166666666666663,1.0,1.289020299911499
5,REINFORCE,AP,1,5,0.4597489833831787,COC(=O)C1(C)c2cc(N)ccc2-c2ccccc2OC1c1ccccc1Cl,true,1,true,0,0.48256821383391424,0.0,5.1536000000000035,393.8700000000001,28.0,373.71000000000015,4.0,1.0,5.0,2.0,3.0,1.0,4.0,61.55,0.0,0.0,C23H20ClNO3,1065.2180152713336,1.0,0.0,0.23684210526315785,0.23684210526315785,0.20833333333333337,0.23684210526315785,0.23684210526315785,1.0,1.289020299911499
6,REINFORCE,AP,1,6,0.4597489833831787,CC(C)(CO)C(O)CCCCc1ccc2c(c1)OCO2,true,1,true,0,0.7534648652302268,0.0,2.5075000000000003,280.364,20.0,256.17199999999997,4.0,2.0,4.0,7.0,1.0,1.0,2.0,58.92,0.0,0.0,C16H24O4,442.1030546667465,7.0,0.0,0.35416666666666663,0.2894736842105263,0.35416666666666663,0.35416666666666663,0.35416666666666663,1.0,1.289020299911499
7,REINFORCE,AP,1,7,0.4597489833831787,COc1cc2c(cc1O)CCC1C(CCCCC(=O)O)C3C(=O)NCC3C21,true,1,true,0,0.6664853835169662,0.0,2.6838000000000006,373.449,27.0,346.2330000000001,4.0,3.0,6.0,6.0,1.0,3.0,4.0,95.86000000000001,0.0,0.0,C21H27NO5,761.1840162503793,5.0,0.0,0.41666666666666663,0.052631578947368474,0.41666666666666663,0.41666666666666663,0.41666666666666663,1.0,1.289020299911499
8,REINFORCE,AP,1,8,0.4597489833831787,COc1cc2c(cc1OC)C(=O)N(CCn1ccc(C)n1)CC2,true,1,true,0,0.8455535363685783,0.0,1.90722,315.3730000000001,23.0,294.20500000000004,5.0,0.0,6.0,5.0,2.0,1.0,3.0,56.59,0.0,0.0,C17H21N3O3,723.8688260467386,3.0,0.0,0.41666666666666663,0.23684210526315785,0.41666666666666663,0.41666666666666663,0.41666666666666663,1.0,1.289020299911499
9,REINFORCE,AP,1,9,0.4597489833831787,O=C(Cn1cncn1)NCCN(c1ccccc1)c1cccc(Cl)c1,true,1,true,0,0.7075014686304462,0.0,2.886000000000001,355.82900000000006,25.0,337.6850000000001,5.0,1.0,7.0,7.0,3.0,0.0,3.0,63.050000000000004,0.0,0.0,C18H18ClN5O,807.3533392776494,5.0,0.0,0.368421052631579,0.368421052631579,0.29166666666666663,0.368421052631579,0.368421052631579,1.0,1.289020299911499
10,REINFORCE,AP,1,10,0.4597489833831787,O=C1NC(=O)C(C(=O)NCCNCCc2ccccc2)(C(F)(F)F)N1,true,1,true,0,0.3150422713653414,0.0,0.07539999999999997,358.31999999999994,25.0,341.18399999999997,4.0,4.0,10.0,7.0,1.0,1.0,2.0,99.33,0.0,0.0,C15H17F3N4O3,651.1717084608481,6.0,3.0,0.27083333333333337,0.1842105263157895,0.27083333333333337,0.27083333333333337,0.27083333333333337,1.0,1.289020299911499
11,REINFORCE,AP,1,11,0.4597489833831787,N#Cc1ccc(NC(=O)C(Nc2ccccc2CN)c2ccc(Cl)s2)cc1,true,1,true,0,0.5706925348958116,0.0,4.523780000000002,396.903,27.0,379.76700000000005,5.0,3.0,7.0,6.0,3.0,0.0,3.0,90.94,0.0,0.0,C20H17ClN4OS,978.14683363368,4.0,0.0,0.368421052631579,0.368421052631579,0.29166666666666663,0.368421052631579,0.368421052631579,1.0,1.289020299911499
12,REINFORCE,AP,1,12,0.4597489833831787,O=C(Cc1ccc(OCc2ccccc2)cc1)c1c[nH]c2ccccc12,true,1,true,0,0.49148706866793324,0.0,5.1723000000000035,341.4100000000001,26.0,322.2580000000001,2.0,1.0,3.0,6.0,4.0,0.0,4.0,42.09,0.0,0.0,C23H19NO2,1016.9685157571126,3.0,0.0,0.27083333333333337,0.23684210526315785,0.27083333333333337,0.27083333333333337,0.27083333333333337,1.0,1.289020299911499
13,REINFORCE,AP,1,13,0.4597489833831787,COc1cc2c(C(F)(F)F)nn(Cc3ccccc3)c2cc1C#CCN1C(=O)CN(C)C1=O,true,1,true,0,0.4461990231111127,0.0,3.3575000000000017,456.4240000000003,33.0,437.2720000000003,5.0,0.0,10.0,4.0,3.0,1.0,4.0,67.67,0.0,0.0,C23H19F3N4O3,1289.4995218559557,2.0,3.0,0.125,0.052631578947368474,0.125,0.125,0.125,1.0,1.289020299911499
14,REINFORCE,AP,1,14,0.4597489833831787,Cc1cccc(C)c1NC(=O)C1OCCC1C,true,1,true,0,0.8524832692677541,0.0,2.666940000000001,233.31099999999998,17.0,214.15899999999996,2.0,1.0,3.0,2.0,1.0,1.0,2.0,38.33,0.0,0.0,C14H19NO2,407.9804283096979,1.0,0.0,0.375,0.2894736842105263,0.375,0.375,0.375,1.0,1.289020299911499
15,REINFORCE,AP,1,15,0.4597489833831787,COc1ccc2c(c1)OC(C(=O)CC(=O)OC(C)(C)C)CC2=CCO,true,1,true,0,0.6503385490428842,0.0,2.5229000000000013,348.3950000000001,25.0,324.2030000000001,6.0,1.0,6.0,5.0,1.0,1.0,2.0,82.06,0.0,0.0,C19H24O6,683.6449998814014,3.0,0.0,0.375,0.07894736842105265,0.375,0.375,0.375,1.0,1.289020299911499
16,REINFORCE,AP,1,16,0.4597489833831787,CN(C)CC(=O)N1N=C(Nc2nc(N3CC4CC4C3)c(Br)nc2Br)CC1(C)C,true,1,true,0,0.6653144137402015,0.0,2.7556000000000003,515.2540000000001,28.0,490.0540000000001,7.0,1.0,10.0,4.0,1.0,3.0,4.0,76.96000000000001,0.0,0.0,C18H25Br2N7O,831.4681738391535,2.0,0.0,0.20833333333333337,0.07894736842105265,0.20833333333333337,0.20833333333333337,0.20833333333333337,1.0,1.289020299911499
17,REINFORCE,AP,1,17,0.4597489833831787,CCCCC1(CCOC)NC(=O)c2[nH]c(=O)cc(C(F)(F)F)c21,true,1,true,0,0.8409297962766141,0.0,2.5591,332.322,23.0,313.16999999999996,3.0,2.0,8.0,6.0,1.0,1.0,2.0,71.19,0.0,0.0,C15H19F3N2O3,644.3476786971374,6.0,3.0,0.29166666666666663,0.2894736842105263,0.29166666666666663,0.29166666666666663,0.29166666666666663,1.0,1.289020299911499
18,REINFORCE,AP,1,18,0.4597489833831787,O=C(NC1CCN(S(=O)(=O)c2ccccc2Cl)CC1)C1CCCCC1c1ccc(F)cc1F,true,1,true,0,0.6424067551327752,0.0,4.861500000000005,497.00700000000035,33.0,469.7910000000003,3.0,1.0,9.0,5.0,2.0,2.0,4.0,66.48,0.0,0.0,C24H27ClF2N2O3S,1120.4424569810433,2.0,2.0,0.29166666666666663,0.02631578947368418,0.29166666666666663,0.29166666666666663,0.29166666666666663,1.0,1.289020299911499
19,REINFORCE,AP,1,19,0.4597489833831787,O=c1c(-c2ccccc2)coc2ccc(C3OC(CO)C(O)C3O)c(O)c12,true,1,true,0,0.5486849084554811,0.0,1.319599999999999,370.357,27.0,352.21300000000014,7.0,4.0,7.0,3.0,3.0,1.0,4.0,120.36000000000001,0.0,0.0,C20H18O7,1027.6748282008507,1.0,0.0,0.33333333333333337,0.10526315789473684,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0,1.289020299911499
