,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,A2A_Sim,A2A_Cmpd1_Sim,A2A_Cmpd2_Sim,A2A_Cmpd3_Sim,raw_A2A_Sim,single,filter,score_time
4096,REINFORCE,A2A,33,0,52.06186056137085,Fc1ccc(-c2ccncc2Br)cc1,true,1,true,0,0.75437245540496,0.0,3.6502000000000008,252.086,14.0,245.02999999999997,1.0,0.0,3.0,1.0,2.0,0.0,2.0,12.89,0.0,0.0,C11H7BrFN,439.295448941794,1.0,1.0,0.41025641025641024,0.2592592592592593,0.30952380952380953,0.41025641025641024,0.41025641025641024,0.41025641025641024,1.0,0.7731084823608398
4097,REINFORCE,A2A,33,1,52.06186056137085,CCNc1cc(-c2cnc(N)c(C(C)=O)n2)c(F)cn1,true,1,true,0,0.8275095104572322,0.0,1.8942999999999999,275.2869999999999,20.0,261.17499999999995,6.0,2.0,7.0,4.0,2.0,0.0,2.0,93.78999999999999,0.0,0.0,C13H14FN5O,659.2049296409109,2.0,1.0,0.5128205128205128,0.38888888888888884,0.40476190476190477,0.5128205128205128,0.5128205128205128,0.5128205128205128,1.0,0.7731084823608398
4098,REINFORCE,A2A,33,2,52.06186056137085,O=C(NCc1cc[nH]n1)c1cc(NC(=O)c2ccccc2)cc(C(F)(F)F)c1,true,1,true,0,0.6240831821113465,0.0,3.610800000000002,388.34900000000005,28.0,373.22900000000004,3.0,3.0,9.0,5.0,3.0,0.0,3.0,86.88,0.0,0.0,C19H15F3N4O2,970.5987480351984,2.0,3.0,0.37037037037037035,0.37037037037037035,0.19047619047619047,0.23076923076923073,0.37037037037037035,0.37037037037037035,1.0,0.7731084823608398
4099,REINFORCE,A2A,33,3,52.06186056137085,Nc1c(C(=O)c2ccccc2)cnn1S(=O)(=O)c1ccc(Cl)cc1,true,1,true,0,0.7204603469542972,0.0,2.5867000000000013,361.81000000000006,24.0,349.71400000000006,6.0,1.0,8.0,4.0,3.0,0.0,3.0,95.05000000000001,0.0,0.0,C16H12ClN3O3S,996.8067192600187,2.0,0.0,0.37037037037037035,0.37037037037037035,0.33333333333333337,0.3076923076923077,0.37037037037037035,0.37037037037037035,1.0,0.7731084823608398
4100,REINFORCE,A2A,33,4,52.06186056137085,O=C(O)C(=O)Nc1ccc2ccccc2c1,true,1,true,0,0.7133513064718755,0.0,1.8628999999999996,215.208,16.0,206.13599999999997,2.0,2.0,4.0,1.0,2.0,0.0,2.0,66.39999999999999,0.0,0.0,C12H9NO3,562.9473576751694,1.0,0.0,0.47619047619047616,0.2962962962962963,0.47619047619047616,0.33333333333333337,0.47619047619047616,0.47619047619047616,1.0,0.7731084823608398
4101,REINFORCE,A2A,33,5,52.06186056137085,CC(C)Cc1nc(O)c(C2=NS(=O)(=O)c3cc(Cl)ccc3N2)o1,true,1,true,0,0.8766560995496869,0.0,2.793100000000001,355.80300000000005,23.0,341.69100000000003,6.0,2.0,9.0,3.0,2.0,1.0,3.0,104.79,0.0,0.0,C14H14ClN3O4S,902.7413553343091,2.0,0.0,0.2857142857142857,0.2777777777777778,0.2857142857142857,0.23076923076923073,0.2857142857142857,0.2857142857142857,1.0,0.7731084823608398
4102,REINFORCE,A2A,33,6,52.06186056137085,CCN(Cc1ccccc1)C(=O)CNC(=O)C(=N)N,true,1,true,0,0.5175833170462634,0.0,0.08727000000000057,262.313,19.0,244.16899999999995,3.0,3.0,6.0,5.0,1.0,0.0,1.0,99.28,0.0,0.0,C13H18N4O2,458.97083805666534,3.0,0.0,0.35185185185185186,0.35185185185185186,0.30952380952380953,0.20512820512820518,0.35185185185185186,0.35185185185185186,1.0,0.7731084823608398
4103,REINFORCE,A2A,33,7,52.06186056137085,CCOC(=O)c1ccccc1NC(=O)C(C)NCc1ccccc1,true,1,true,0,0.7677245806540351,0.0,2.980100000000001,326.396,24.0,304.2200000000001,4.0,2.0,5.0,7.0,2.0,0.0,2.0,67.42999999999999,0.0,0.0,C19H22N2O3,686.021072671264,4.0,0.0,0.4285714285714286,0.40740740740740744,0.4285714285714286,0.20512820512820518,0.4285714285714286,0.4285714285714286,1.0,0.7731084823608398
4104,REINFORCE,A2A,33,8,52.06186056137085,CC(C)(C)c1ccc(-c2nnc(C3(C)C(=O)NC(=O)NC3=O)s2)cc1,true,1,true,0,0.8010173535735893,0.0,2.1262999999999996,358.423,25.0,340.27900000000005,6.0,2.0,8.0,2.0,2.0,1.0,3.0,101.05000000000001,0.0,0.0,C17H18N4O3S,844.7632744957685,1.0,0.0,0.38095238095238093,0.35185185185185186,0.38095238095238093,0.15384615384615385,0.38095238095238093,0.38095238095238093,1.0,0.7731084823608398
4105,REINFORCE,A2A,33,9,52.06186056137085,Cc1ccccc1OCC(O)CN(C)C,true,1,true,0,0.7930258926996266,0.0,1.29632,209.289,15.0,190.13699999999997,3.0,1.0,3.0,5.0,1.0,0.0,1.0,32.7,0.0,0.0,C12H19NO2,299.42852285341644,5.0,0.0,0.33333333333333337,0.33333333333333337,0.2142857142857143,0.33333333333333337,0.33333333333333337,0.33333333333333337,1.0,0.7731084823608398
4106,REINFORCE,A2A,33,10,52.06186056137085,Cc1nc(-c2ccc(F)cc2F)sc1C(=O)Nc1cccc(C(=O)O)c1,true,1,true,0,0.711681142879688,0.0,4.347220000000002,374.3680000000001,26.0,362.27200000000016,4.0,2.0,8.0,4.0,3.0,0.0,3.0,79.29,0.0,0.0,C18H12F2N2O3S,1017.4208492664243,1.0,2.0,0.4358974358974359,0.37037037037037035,0.33333333333333337,0.4358974358974359,0.4358974358974359,0.4358974358974359,1.0,0.7731084823608398
4107,REINFORCE,A2A,33,11,52.06186056137085,CC(=O)c1cc(C=NNC(=O)c2ccc([S+]([O-])c3ccccc3)cc2)cs1,true,1,true,0,0.2970638714175517,0.0,3.881300000000002,396.49300000000005,27.0,380.3650000000002,5.0,1.0,7.0,6.0,3.0,0.0,3.0,81.59,0.0,0.0,C20H16N2O3S2,966.4066086380068,2.0,0.0,0.2962962962962963,0.2962962962962963,0.2857142857142857,0.10256410256410253,0.2962962962962963,0.2962962962962963,1.0,0.7731084823608398
