Cluster,Scaffold,SMILES,total_score,step
0,O=C(COc1ccccc1)C1CN2CCS(=O)(=O)C12,CC1(C)CN2C(C(=O)O)C(C(=O)COc3ccccc3)C2S1(=O)=O,0.5313801113474649,1.0
1,O=C(c1ccon1)N1CCC(C(=O)N2CCC3(CC2)CNc2ccccc23)CC1,O=C(c1ccon1)N1CCC(C(=O)N2CCC3(CC2)CNc2cc(Cl)cc(Cl)c23)CC1,0.5863009651928774,1.0
2,O=C(Nc1ccccc1)c1cccc(S(=O)(=O)N2CCC3c4ccccc4OCC3C2)c1,CC12CCN(S(=O)(=O)c3ccc(O)c(C(=O)Nc4ccccc4N)c3)CC1COc1ccc(C#N)cc12,0.5726154673082444,1.0
3,O=C1NC=CN(C2CCNCC2)C1c1cccs1,Cc1ccc(C2C(=O)NC=CN2C2CCNCC2)s1,0.5223119210446172,1.0
4,c1ccc(Sc2ccccc2)cc1,COc1ccc(O)c(Sc2ccc(C(=O)O)cc2O)c1,0.5003616459715274,1.0
4,c1ccc(Sc2ccccc2)cc1,CCc1ccc(Sc2ccc(S(N)(=O)=O)cc2CN)cc1,0.6747316262760107,33.0
4,c1ccc(Sc2ccccc2)cc1,CC(N)Cc1ccc(Sc2ccccc2)cc1,0.6131342807498318,49.0
5,O=C1C2=C(CCCC2)C(=O)N1c1ccccc1,COc1cc(C(F)(F)F)ccc1N1C(=O)C2=C(CCCC2)C1=O,0.5603620133997376,1.0
6,c1cc(-c2c[nH]cn2)nc(Nc2cc3[nH]ncc3cc2N2CCCCC2)n1,Cn1cnc(-c2ccnc(Nc3cc4[nH]ncc4cc3N3CCCCC3)n2)c1,0.5272700601734067,1.0
7,c1ccc2nc(CON=C3CC4CCC5CC3CC5C4)cnc2c1,CC12CCC3C(O)C1CC(C2)C(=NOCc1cnc2ccccc2n1)C3(C)C,0.5052246095732648,1.0
8,C1=C(Sc2ccccc2)COc2ccccc21,Oc1cccc2c1OCC(Sc1ccccc1)=C2,0.5733641788047338,1.0
9,c1ccc(Nc2ncnc3[nH]ccc23)cc1,Clc1cccc(Nc2ncnc3[nH]ccc23)c1,0.5480173070040238,1.0
9,c1ccc(Nc2ncnc3[nH]ccc23)cc1,Brc1cccc(Nc2ncnc3[nH]ccc23)c1,0.5702535660815969,15.0
10,O=S(=O)(c1ccccc1)n1ccc2ccccc21,Cc1cc(Br)c(C)c(S(=O)(=O)n2cc(C(=O)O)c3cc(Br)ccc32)c1,0.5633840465179971,2.0
11,c1ccc2c3c(c(N4CCNCC4)nc2c1)CCN3,CC1CN(c2nc3ccccc3c3c2CCN3)CCN1,0.6249769201361907,2.0
12,O=C1NC(=O)C2(Cc3ccccc3-c3nc(-c4ncn[nH]4)cn32)N1,CC(C)n1ncnc1-c1cn2c(n1)-c1cc(C(N)=O)ccc1CC21C(=O)NC(=O)N1C,0.5028202576101303,2.0
13,O=c1c(=Cc2cccs2)sc2nc(-c3ccco3)nn12,Cc1ccc(C=c2sc3nc(-c4cc(C)c(C)o4)nn3c2=O)s1,0.5178901277327363,2.0
14,c1ccccc1,NC(Cc1ccc(N=C=S)cc1)C(=O)O,0.5094025595967696,2.0
14,c1ccccc1,CCSC(=O)Nc1cc(S(N)(=O)=O)c(Cl)cc1Cl,0.567605993114061,3.0
14,c1ccccc1,Cc1c(Cl)cc(Cl)cc1S(=O)(=O)NC(C)C(C)C,0.5006546274007244,12.0
14,c1ccccc1,COc1cc(Cl)c(O)cc1CCN,0.5926570259852654,15.0
14,c1ccccc1,COc1cc(CC(C)N)cc(Cl)c1O,0.5347805136104683,21.0
14,c1ccccc1,O=C(CCS(=O)(=O)O)Nc1cc(Cl)cc(Cl)c1,0.5125410043592716,24.0
14,c1ccccc1,CCCc1cc(O)c(O)c(OC)c1,0.6053041948163805,70.0
14,c1ccccc1,COc1ccc(OCCC(C)C)cc1CN,0.5149771230853818,72.0
14,c1ccccc1,CCCc1cc(Br)c(CC)cc1CN(C)C,0.5505332928121434,75.0
14,c1ccccc1,C#CC(=O)Nc1c(C)cc(Br)cc1C,0.5296091205391469,77.0
14,c1ccccc1,CCCc1cc(O)c(O)c(Cl)c1,0.59742825751577,94.0
14,c1ccccc1,COc1cc(Br)c(O)c(C=CC=C(C)C)c1O,0.7059957340535714,104.0
14,c1ccccc1,CN(C)Cc1cc(Cl)c(C#N)cc1Cl,0.5378882552898296,207.0
14,c1ccccc1,CCC(C)Nc1cc(C)c(C#N)cc1N,0.5017823481895808,208.0
15,c1ccc(-c2nccc(-c3cccnc3)n2)cc1,COc1cc(C)c(Cl)cc1-c1ncc(C(C)O)c(-c2ccc(CC(N)CO)nc2)n1,0.5456769873490409,3.0
16,c1ccc(C2CC3CCCC2N3)cc1,CN1C2CCCC1C(c1cccc(Cl)c1)C2,0.5678175578471514,3.0
17,O=C1C=CN=C2N=CC=C(Nc3cccc(c3)N1)C1CCCCN21,COC1(F)CCN2C3=NC(C)=CC(=O)Nc4ccc(Cl)c(c4)NC(=CC=N3)C2C1,0.6188190871680981,3.0
18,c1ccc(C2CC2CNCC2CCCO2)cc1,c1ccc(C2CC2CNCC2CCCO2)cc1,0.5408241900512525,3.0
19,O=c1[nH]c(S(=O)(=O)N2CCCCC2)nn2cccc12,CC1CCCC(C)N1S(=O)(=O)c1nn2cccc2c(=O)[nH]1,0.5929269660147879,3.0
20,O=C(CSc1cccnn1)Nc1cnon1,CCc1ccc(SCC(=O)Nc2nonc2C)nn1,0.5260132173567778,3.0
21,O=C1CC2(CCCCC2)CN1c1cncnc1N1CCOCC1,O=C1CC2(CCC(O)CC2)CN1c1cncnc1N1CCOCC1,0.5356797664525783,3.0
22,c1ccc(-c2ccc(-n3cnc4c(-c5cc[nH]n5)ncnc43)cc2)cc1,NC(=O)c1ccc(-c2ccc(-n3cnc4c(-c5cc[nH]n5)ncnc43)cc2)cc1,0.5637118853031573,3.0
23,c1ccc2c(c1)ccc1ccoc12,Cc1oc2c(ccc3ccccc32)c1CC(N)C(=O)O,0.5212953645774487,3.0
24,O=C(CCCN1CCC(c2ccccc2)CC1)Nc1nncs1,O=C(CCCN1CCC(O)(c2cccc(Cl)c2)CC1)Nc1nncs1,0.6677489718552999,3.0
25,c1ccc(Nc2cnnc3c2CC2Cc4ccccc4CC32)cc1,COc1cccc2c1CC1c3nnc(C(N)=O)c(Nc4ccccc4F)c3CC1C2,0.6145314472032888,3.0
26,O=S(=O)(Cc1ccccc1)Nc1ccnc2[nH]ccc12,O=S(=O)(Cc1ccccc1)Nc1ccnc2[nH]ccc12,0.51042438410634,3.0
27,c1ccc2c(c1)oc1cncc(N3CCOCC3)c12,Oc1nc(S)c(N2CCOCC2)c2c1oc1ccc(Br)cc12,0.5257939162496438,4.0
28,c1ccc(C2CCCCN2)c(OCC2CC2)c1,Clc1ccc(OCC2CC2)c(C2CCCCN2)c1,0.6976151190854956,4.0
28,c1ccc(C2CCCCN2)c(OCC2CC2)c1,Clc1ccc(OCC2CC2)c(C2CCCCCN2)c1,0.6978857423091913,64.0
28,c1ccc(C2CCCCN2)c(OCC2CC2)c1,Clc1cc(Cl)c(C2CCCN2)c(OCC2CC2)c1,0.6501345979953863,82.0
28,c1ccc(C2CCCCN2)c(OCC2CC2)c1,Clc1ccc(OCC2CC2)c(C2CCCN2)c1,0.6546224067562763,126.0
28,c1ccc(C2CCCCN2)c(OCC2CC2)c1,Clc1ccc(C2CCCCN2)c(OCC2CC2)c1,0.7205275909249229,127.0
29,O=C1CCC(c2ccccc2)N1Cc1ccccc1,CC(C)(C)C(O)(c1ccccc1)N1C(=O)C(N)CC1c1cccc(O)c1,0.5013478624027284,4.0
30,O=C(NCc1ccccc1)c1cnn(Cc2cnoc2)c1,Cc1cccc(CNC(=O)c2cnn(Cc3c(C)noc3C)c2C)c1,0.5423168751959261,4.0
31,c1cc2cnoc2cc1Nc1ccn(C2CCC(N3CCCC3)CC2)n1,Cc1noc2cc(Nc3nn(C4(CC#N)CCC(N5CCCC5C#N)CC4)cc3C(N)=O)ccc12,0.5364256309203296,4.0
32,c1ccc(CN2CCN(c3ncc4cnn(C5CCC5)c4n3)CC2)cc1,Nc1nc(N2CCN(Cc3c(F)cccc3F)CC2)nc2c1cnn2C1CCC1,0.5016505846159794,4.0
33,c1ccc2c(c1)CCc1ccccc1-2,CC#Cc1ccc2c(c1)CC(C)(C)c1cccc(C(N)=O)c1-2,0.5112900244689579,4.0
33,c1ccc2c(c1)CCc1ccccc1-2,NCCNc1ccc2c(c1)CCc1c(N)cccc1-2,0.6037503738776246,80.0
34,c1ccc2c(CN3CCC(CNC4CCCCC4)CC3)c[nH]c2c1,CC(C)(C)NC(=O)C1CCC(NCC2CCN(Cc3c[nH]c4ccc(Cl)cc34)CC2)CC1,0.5549736808345519,4.0
35,c1ccc2c(c1)CCCN2CCNc1nncs1,CCc1nnc(NCCN2CCCc3ccccc32)s1,0.6043785657988762,4.0
36,O=C(CCOc1ccccc1)NCc1ccccc1,N#Cc1ccc(CNC(=O)CCOc2ccc(F)cc2)cc1,0.5032736216051028,5.0
37,O=C(CCCOc1ccc(-c2ccccc2)cc1)N1CCCCC1,CC1CCCN(C(=O)CC(N)COc2ccc(-c3ccccc3)cc2)C1,0.501330179529365,5.0
38,O=C1N(c2ccccc2)CCC12CCN(Cc1ccco1)CC2,CCOc1ccccc1N1CCC2(CCN(Cc3ccco3)CC2)C1=O,0.6105872846893635,5.0
39,O=C(c1cccc(-c2ccccc2)c1)c1n[nH]c2ccccc12,COc1cc2[nH]nc(C(=O)c3cc(-c4ccccc4F)ccc3O)c2cc1OC,0.5782457843496307,5.0
40,O=C1C=C2CCC3Nc4ccccc4CC3C2CC1,CCOc1cc2c(cc1O)NC1CCC3=CC(=O)CCC3C1C2,0.6191693859915933,5.0
41,c1cc2ncn(C3CCCC3)c2cc1CC1CCNCC1,C#CCN1CCC(Cc2ccc3nc(N)n(C4CCCC4)c3c2)CC1,0.5473758735038915,5.0
42,c1ccc(CN2CNC3C(c4ccccc4)CC32)cc1,COc1ccc(CN2CN(C)C3(C)C(c4ccc(C#N)cc4)CC23)cc1,0.5013221408528076,5.0
43,c1ccc(Nc2nc(-c3ccncc3)cs2)nc1,Cc1cccc(Nc2nc(-c3ccncc3)cs2)n1,0.5465462515731383,5.0
44,c1ccc(-c2n[nH]c3c2CCCC3)cc1,FC(F)(F)CNC1CCc2[nH]nc(-c3ccccc3)c2C1,0.5110791346784058,6.0
45,O=C(NC1CC1)c1cccn2c(C(=O)NCC3CC3)cnc12,N#Cc1cc(C(=O)NC2CC2)c2ncc(C(=O)NC(C3CC3)C(F)(F)F)n2c1,0.5431311006311765,6.0
46,O=C1OCC(CN2CCCC2)N1c1ccc(-c2ccccc2)cc1,O=C1OC(O)C(CN2CCCC2)N1c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,0.5264672342638537,6.0
47,O=c1cc(N2CCOCC2)oc2cc(-c3ccccc3)ccc12,COc1ccc(-c2cc3oc(N4CCOCC4)cc(=O)c3cc2C#N)cc1,0.5280967595581073,6.0
48,O=c1sc(Nc2ccc(S(=O)(=O)N3CCCC3)cc2)nc2ccccc12,O=c1sc(Nc2ccc(S(=O)(=O)N3CCCC3)cc2)nc2ccccc12,0.5835609961469874,6.0
49,c1ccc(Cn2ncc3c2CCNC3)cc1,CCc1nn(Cc2cc(C)ccc2C)c2c1C(C)(C)NC(C)(C)C2,0.5580478413668208,7.0
50,c1ccc2c(c1)Cc1cc(OC3CCOC3)ccc1-2,N#CCC1(O)c2ccccc2-c2ccc(OC3CCOC3)cc21,0.5177020306012545,7.0
51,C1=CC2CC(C1)c1ccccc12,CCN(C)C(=O)Oc1ccc2c(c1)C1(C)C=CC(CO)C2(C)C1C,0.5605744613619931,7.0
52,c1cc2c(N3C4CCCC3CC4)nc(N3CCCC3)nc2cn1,CC1CCCN1c1nc(N2C3CCCC2CC3)c2ccncc2n1,0.5247440338010648,7.0
53,O=S(=O)(Nc1ccccc1)NC1CCNCC1,CC1(C)CC(NS(=O)(=O)Nc2ccc(Cl)c(N)c2F)CC(C)(C)N1,0.5012233736898518,7.0
54,O=c1[nH]cc(-c2ccccc2OCC2CCCCN2)c2ncccc12,CNC(=O)c1ccc2c(=O)n(C)cc(-c3ccccc3OCC3CCCCN3)c2n1,0.5205514601158145,7.0
55,c1ccc(CCN2CCN(c3ccccc3)CC2)cc1,COc1ccccc1N1CCN(CCc2cccc(O)c2)CC1,0.6007577573435525,7.0
55,c1ccc(CCN2CCN(c3ccccc3)CC2)cc1,N#Cc1ccc(CCN2CCN(c3ccccc3Cl)CC2)cc1,0.5367944399470538,86.0
56,O=C(CCN1CC(=O)Nc2ccccc21)Nc1ccc2sccc2c1,NC(=O)c1cc2cc(NC(=O)CCN3CC(=O)Nc4ccccc43)ccc2s1,0.6264823471187196,7.0
57,c1ccc(-c2c3ccccc3s[n+]2-c2cccs2)cc1,NS(=O)(=O)c1ccc(-[n+]2sc3ccccc3c2-c2ccccc2)s1,0.5249102419131603,7.0
58,O=c1cc(-c2ccccc2)n(-c2ccccc2)[nH]1,CCOc1ccc(-c2cc(=O)[nH]n2-c2ccc(F)cc2)cc1,0.5140557305808403,7.0
59,c1nc(Oc2ccc3[nH]ccc3c2)c2ccsc2n1,CC(O)CNc1csc2ncnc(Oc3ccc4c(c3)c(C#N)cn4C)c12,0.6078612703846216,7.0
60,O=C1NCCC1C#Cc1ccc2c(c1)-c1cc(N3CCOCC3)ncc1C1(COC1)CO2,CN1CCC(O)(C#Cc2ccc3c(c2)-c2cc(N4CCOCC4)ncc2C2(COC2)CO3)C1=O,0.535085603784703,7.0
61,c1cc2cc(-c3cn[nH]c3)ccc2[nH]1,CCCCc1cc(-c2cn[nH]c2)cc2cc(C)[nH]c12,0.5648774294698279,7.0
62,O=C(Cc1ccon1)NCc1ccccc1,Cc1cc(CC(=O)NCc2cc(Br)ccc2Cl)no1,0.512196836186479,7.0
63,O=S(=O)(Nc1cccc2cccnc12)c1ccccc1,CCc1ccc(S(=O)(=O)Nc2cccc3cccnc23)cc1,0.5847221711943352,7.0
64,O=C(NCc1ccccc1)c1cc(-c2ccc3c(c2)CCNC3)on1,CN1CCc2cc(-c3cc(C(=O)NC(c4ccccc4)C(C)(C)O)no3)ccc2C1,0.5237213021633457,7.0
65,O=C(NCc1ccccc1)NS(=O)(=O)c1cccs1,CCC(C)C(NC(=O)NS(=O)(=O)c1cccs1)c1ccccc1,0.5210486814974392,7.0
66,O=C(c1ccccc1)N1CCNCC1,CC(C)(C)c1cc(Cl)ccc1C(=O)N1CCN(CCO)CC1,0.5351593403113712,8.0
67,O=C1NCc2[nH]c(-c3cccc4ncc(Cc5cc6ccccc6n5CCN5CCCC5)nc34)cc21,CC1NC(=O)c2cc(-c3cccc4ncc(Cc5cc6ccc(F)cc6n5CCN5CCCC5)nc34)[nH]c21,0.5354515181181062,8.0
68,O=C(Nc1c[nH]n(-c2ccccc2)c1=O)c1cc2c(cn1)COCC2,Cc1nc(C(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)c(O)c2c1COC(C)(C)C2,0.5058614108134678,8.0
69,O=C(c1ccccc1)c1c[nH]c(=O)[nH]c1=O,O=C(c1cc(Br)ccc1O)c1c(O)[nH]c(=O)[nH]c1=O,0.5346321680542069,8.0
70,O=C(Nc1ccc(CN2CCOCC2)cc1)c1csc(-c2ccccc2)n1,O=C(Nc1ccc(CN2CCOCC2)cc1)c1csc(-c2ccccc2)n1,0.506715779778834,8.0
