,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,EGFR_Sim,EGFR_Cmpd1_Sim,EGFR_Cmpd2_Sim,EGFR_Cmpd3_Sim,EGFR_Cmpd4_Sim,raw_EGFR_Sim,single,filter,score_time
0,AHC,EGFR,1,0,0.5300426483154297,COCCOc1cccc2c1C(NC(=O)CCc1cn[nH]c1-c1cccnc1)CCO2,true,1,true,0,0.5144759326531998,0.0,3.0695000000000014,422.4850000000001,31.0,396.27700000000016,6.0,2.0,8.0,9.0,3.0,1.0,4.0,98.36000000000001,0.0,0.0,C23H26N4O4,1005.8208897598898,4.0,0.0,0.34782608695652173,0.25,0.30000000000000004,0.2033898305084746,0.34782608695652173,0.34782608695652173,0.34782608695652173,1.0,1.2916243076324463
1,AHC,EGFR,1,1,0.5300426483154297,CC(C)(C)OC(=O)C(Cc1c[nH]cn1)c1cccc([N+](=O)[O-])c1,true,1,true,0,0.519075937386476,0.0,2.985900000000001,317.3450000000001,23.0,298.19300000000004,5.0,1.0,7.0,5.0,2.0,0.0,2.0,98.12,0.0,0.0,C16H19N3O4,689.6009527586839,4.0,0.0,0.2571428571428571,0.1923076923076923,0.2571428571428571,0.2542372881355932,0.24637681159420288,0.2571428571428571,0.2571428571428571,1.0,1.2916243076324463
2,AHC,EGFR,1,2,0.5300426483154297,COc1n[nH]c2ncnc(Oc3cc(Cl)c(NC(=O)CCC(N)C(=O)O)cc3F)c12,true,1,true,0,0.4113992152020924,0.0,2.0768999999999997,438.8030000000002,30.0,422.67500000000024,8.0,4.0,13.0,8.0,3.0,0.0,3.0,165.34,0.0,0.0,C17H16ClFN6O5,1107.6774266815978,4.0,1.0,0.3846153846153846,0.3846153846153846,0.3571428571428571,0.3728813559322034,0.3188405797101449,0.3846153846153846,0.3846153846153846,1.0,1.2916243076324463
3,AHC,EGFR,1,3,0.5300426483154297,N#CC1(C(=O)O)CCCC1,true,1,true,0,0.5924154960389912,0.0,1.1549800000000001,139.15399999999997,10.0,130.08199999999997,2.0,1.0,3.0,1.0,0.0,1.0,1.0,61.09,0.0,0.0,C7H9NO2,186.27301271018456,2.0,0.0,0.25,0.25,0.18571428571428572,0.23728813559322037,0.2028985507246377,0.25,0.25,1.0,1.2916243076324463
4,AHC,EGFR,1,4,0.5300426483154297,O=C(CC(=O)Nc1cc(Cl)cc(Cl)c1)NO,true,1,true,0,0.44191246003096574,0.0,1.8274,263.08,16.0,255.016,3.0,3.0,7.0,3.0,1.0,0.0,1.0,78.43,0.0,0.0,C9H8Cl2N2O3,402.9651667773778,2.0,0.0,0.30508474576271183,0.2692307692307693,0.2857142857142857,0.30508474576271183,0.28985507246376807,0.30508474576271183,0.30508474576271183,1.0,1.2916243076324463
5,AHC,EGFR,1,5,0.5300426483154297,O=C(Cn1cc(C(=O)Nc2cccnc2)c(-c2ccccc2)c1)c1ccncc1,true,1,true,0,0.5098999615123678,0.0,4.080300000000002,382.42300000000006,29.0,364.27900000000017,5.0,1.0,6.0,6.0,4.0,0.0,4.0,76.88,0.0,0.0,C23H18N4O2,1123.5335733415495,3.0,0.0,0.3913043478260869,0.3076923076923077,0.2571428571428571,0.35593220338983056,0.3913043478260869,0.3913043478260869,0.3913043478260869,1.0,1.2916243076324463
6,AHC,EGFR,1,6,0.5300426483154297,NCCCNC(=O)CSCC(=O)O,true,1,true,0,0.47749943354653257,0.0,-0.7308000000000001,206.26699999999997,13.0,192.15499999999997,4.0,3.0,6.0,7.0,0.0,0.0,0.0,92.42,0.0,0.0,C7H14N2O3S,175.12058989012374,4.0,0.0,0.2542372881355932,0.21153846153846156,0.2142857142857143,0.2542372881355932,0.17391304347826086,0.2542372881355932,0.2542372881355932,1.0,1.2916243076324463
7,AHC,EGFR,1,7,0.5300426483154297,COc1ccc(NC(=O)CN(C(=O)NCc2cc3ccccc3[nH]2)C(C)C)cc1F,true,1,true,0,0.5505458091470858,0.0,3.8743000000000025,412.4650000000001,30.0,387.26500000000016,3.0,3.0,8.0,7.0,3.0,0.0,3.0,86.46000000000001,0.0,0.0,C22H25FN4O3,1014.7936112267421,3.0,1.0,0.37681159420289856,0.3076923076923077,0.2857142857142857,0.3389830508474576,0.37681159420289856,0.37681159420289856,0.37681159420289856,1.0,1.2916243076324463
8,AHC,EGFR,1,8,0.5300426483154297,CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2ccc(O)cc2)c(NCC(C)C)c1,true,1,true,0,0.5750088869575366,0.0,3.7429000000000023,419.54700000000014,29.0,390.31500000000017,5.0,3.0,8.0,9.0,2.0,0.0,2.0,98.74000000000001,0.0,0.0,C21H29N3O4S,936.8986092511628,4.0,0.0,0.34782608695652173,0.28846153846153844,0.34285714285714286,0.3220338983050848,0.34782608695652173,0.34782608695652173,0.34782608695652173,1.0,1.2916243076324463
9,AHC,EGFR,1,9,0.5300426483154297,CC(C)c1ccc(NC(=O)c2ccc(C3=Cc4ccc(Br)c(C(=NO)NCN5CCOCC5)c43)[nH]2)cc1,true,1,true,0,0.10872980405222003,0.0,5.070300000000004,564.4840000000003,37.0,534.2440000000001,5.0,4.0,9.0,7.0,3.0,2.0,5.0,101.97999999999999,0.0,0.0,C28H30BrN5O3,1354.6372292456438,4.0,0.0,0.3389830508474576,0.09615384615384615,0.30000000000000004,0.3389830508474576,0.26086956521739135,0.3389830508474576,0.3389830508474576,1.0,1.2916243076324463
10,AHC,EGFR,1,10,0.5300426483154297,Cc1oc(COc2ccccc2)nc1CN1CCC(N2CCOC2=O)CC1,true,1,true,0,0.7776387895409962,0.0,2.978620000000001,371.4370000000002,27.0,346.23700000000014,6.0,0.0,7.0,6.0,2.0,2.0,4.0,68.04000000000002,0.0,0.0,C20H25N3O4,768.7889422768803,3.0,0.0,0.44067796610169496,0.3653846153846154,0.34285714285714286,0.44067796610169496,0.30434782608695654,0.44067796610169496,0.44067796610169496,1.0,1.2916243076324463
11,AHC,EGFR,1,11,0.5300426483154297,CN1CCN(c2cc3ccn(CCCCCCCC(=O)OCc4ccccc4[N+](=O)[O-])c(=O)c3cc2F)CC1,true,1,true,0,0.14023556381473679,0.0,4.884600000000004,538.6200000000001,39.0,503.3400000000003,8.0,0.0,10.0,12.0,3.0,1.0,4.0,97.91999999999999,0.0,0.0,C29H35FN4O5,1367.530384542041,8.0,1.0,0.3188405797101449,0.13461538461538458,0.3142857142857143,0.15254237288135597,0.3188405797101449,0.3188405797101449,0.3188405797101449,1.0,1.2916243076324463
12,AHC,EGFR,1,12,0.5300426483154297,CC12CCC(C)(C1=NNC(N)=O)c1cc(Cl)ccc1C2,true,1,true,0,0.7675216793276884,0.0,2.978200000000001,291.78200000000004,20.0,273.638,2.0,2.0,5.0,1.0,1.0,2.0,3.0,67.47999999999999,0.0,0.0,C15H18ClN3O,627.5446828352005,1.0,0.0,0.2857142857142857,0.2692307692307693,0.2857142857142857,0.27118644067796616,0.26086956521739135,0.2857142857142857,0.2857142857142857,1.0,1.2916243076324463
13,AHC,EGFR,1,13,0.5300426483154297,COC(=O)C1=C(Nc2cccc(Cl)c2)c2c(ccc3c2OCO3)C(O)C1=O,true,1,true,0,0.6172749591306961,0.0,2.6810000000000005,387.7750000000002,27.0,373.6630000000002,7.0,2.0,8.0,3.0,2.0,2.0,4.0,94.09,0.0,0.0,C19H14ClNO6,999.6895508699437,2.0,0.0,0.4347826086956522,0.40384615384615385,0.37142857142857144,0.3389830508474576,0.4347826086956522,0.4347826086956522,0.4347826086956522,1.0,1.2916243076324463
14,AHC,EGFR,1,14,0.5300426483154297,CC1(C)C(=O)C(O)(Cc2ccc(-c3ccccc3)cc2)C(=O)c2cccc(O)c21,true,1,true,0,0.6654927026591291,0.0,4.076000000000004,386.4470000000002,29.0,364.27100000000013,4.0,2.0,4.0,3.0,3.0,1.0,4.0,74.6,0.0,0.0,C25H22O4,1097.4270920162035,2.0,0.0,0.37681159420289856,0.2692307692307693,0.3571428571428571,0.3389830508474576,0.37681159420289856,0.37681159420289856,0.37681159420289856,1.0,1.2916243076324463
15,AHC,EGFR,1,15,0.5300426483154297,C1(C(c2c(O)c(O)c(O)cc2)=O)(OC)OC(c2cc(OC)c(O)c(OC)c2)Oc2c1cc1occc1c2=O,false,0,true,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1e-06,1.0,1.2916243076324463
16,AHC,EGFR,1,16,0.5300426483154297,O=C(Nc1ccc(Br)cn1)NC1CCOC(F)(F)C1,true,1,true,0,0.8729602527802088,0.0,2.737400000000001,336.1360000000001,19.0,324.04,3.0,2.0,8.0,2.0,1.0,1.0,2.0,63.25,0.0,0.0,C11H12BrF2N3O2,455.75844932057794,1.0,2.0,0.35593220338983056,0.3076923076923077,0.27142857142857146,0.35593220338983056,0.28985507246376807,0.35593220338983056,0.35593220338983056,1.0,1.2916243076324463
17,AHC,EGFR,1,17,0.5300426483154297,O=S(=O)(c1cccc2cccnc12)N(CCCO)C1CCCCC1,true,1,true,0,0.8711946887049488,0.0,2.9406000000000017,348.4680000000002,24.0,324.27600000000007,4.0,1.0,6.0,6.0,2.0,1.0,3.0,70.5,0.0,0.0,C18H24N2O3S,780.455384138688,6.0,0.0,0.4067796610169492,0.3846153846153846,0.34285714285714286,0.4067796610169492,0.4057971014492754,0.4067796610169492,0.4067796610169492,1.0,1.2916243076324463
18,AHC,EGFR,1,18,0.5300426483154297,CC(C)C1CC(=O)C2CC(=O)C(C)(C)C2C1,true,1,true,0,0.6833547084190146,0.0,2.852900000000001,222.32799999999997,16.0,200.15199999999996,2.0,0.0,2.0,1.0,0.0,2.0,2.0,34.14,0.0,0.0,C14H22O2,327.62704296885147,1.0,0.0,0.3728813559322034,0.32692307692307687,0.30000000000000004,0.3728813559322034,0.26086956521739135,0.3728813559322034,0.3728813559322034,1.0,1.2916243076324463
