,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,A2A_Sim,A2A_Cmpd1_Sim,A2A_Cmpd2_Sim,A2A_Cmpd3_Sim,raw_A2A_Sim,single,filter,score_time
0,CARL,A2A,1,0,1.7908306121826172,CCOc1ccc2oc(=O)c(C=CC(=O)Nc3ccc4c(c3)OCO4)c(-c3ccccc3)c2c1,true,1,true,0,0.3161026324097375,0.0,5.239300000000004,455.46600000000024,34.0,434.2980000000003,6.0,1.0,7.0,6.0,4.0,1.0,5.0,87.0,0.0,0.0,C27H21NO6,1455.7123135928491,2.0,0.0,0.2777777777777778,0.2777777777777778,0.2142857142857143,0.02564102564102566,0.2777777777777778,0.2777777777777778,1.0,0.28173136711120605
1,CARL,A2A,1,1,1.7908306121826172,Cc1cccc(C)c1CC(CC(=O)O)C(=O)NCCCc1ccc2c(c1)OCO2,true,1,true,0,0.6336060294813997,0.0,3.4145400000000024,397.47100000000023,29.0,370.25500000000017,4.0,2.0,6.0,9.0,2.0,1.0,3.0,84.86,0.0,0.0,C23H27NO5,872.5820867807288,5.0,0.0,0.35185185185185186,0.35185185185185186,0.23809523809523814,0.1282051282051282,0.35185185185185186,0.35185185185185186,1.0,0.28173136711120605
2,CARL,A2A,1,2,1.7908306121826172,Cc1cc(NC(=O)CC#N)c(C(=O)NCc2ccccc2)c(=O)n1CCc1ccccc1,true,1,true,0,0.5749438437042758,0.0,3.181600000000002,428.4920000000002,32.0,404.3000000000002,5.0,2.0,7.0,8.0,3.0,0.0,3.0,103.99000000000001,0.0,0.0,C25H24N4O3,1195.596940643138,3.0,0.0,0.2857142857142857,0.2592592592592593,0.2857142857142857,0.15384615384615385,0.2857142857142857,0.2857142857142857,1.0,0.28173136711120605
3,CARL,A2A,1,3,1.7908306121826172,O=C(O)CSCc1cc2c(=O)c3ccccc3[nH]c2c2nc(O)ccc12,true,1,true,0,0.3783479033270597,0.0,3.2529000000000012,366.3980000000001,26.0,352.2860000000001,5.0,3.0,7.0,4.0,4.0,0.0,4.0,103.28,0.0,0.0,C19H14N2O4S,1233.071878759561,4.0,0.0,0.33333333333333337,0.31481481481481477,0.33333333333333337,0.17948717948717952,0.33333333333333337,0.33333333333333337,1.0,0.28173136711120605
4,CARL,A2A,1,4,1.7908306121826172,CCCn1c2c([nH]c1=S)CC(C(=O)NCCc1cccc(Cl)c1)CCC2,true,1,true,0,0.5636632949576802,0.0,4.462990000000004,391.9680000000001,26.0,365.7600000000001,3.0,2.0,6.0,6.0,2.0,1.0,3.0,49.82,0.0,0.0,C20H26ClN3OS,826.7040537111185,3.0,0.0,0.4814814814814815,0.4814814814814815,0.2857142857142857,0.15384615384615385,0.4814814814814815,0.4814814814814815,1.0,0.28173136711120605
5,CARL,A2A,1,5,1.7908306121826172,Cc1cc(Nc2ncccc2NC(=O)C(F)F)cc2cc(N3CC(N(C)C)C3)c(F)cc12,true,1,true,0,0.5922602838448513,0.0,4.3797200000000025,443.47300000000024,32.0,419.2810000000002,5.0,2.0,9.0,6.0,3.0,1.0,4.0,60.50000000000001,0.0,0.0,C23H24F3N5O,1161.822179174414,2.0,3.0,0.2222222222222222,0.2222222222222222,0.1428571428571429,0.1282051282051282,0.2222222222222222,0.2222222222222222,1.0,0.28173136711120605
6,CARL,A2A,1,6,1.7908306121826172,O=C(O)CC1SC(O)=C(C2=C(O)CC(C(=O)O)CO2)C1=O,true,1,true,0,0.5921714418923967,0.0,0.8059000000000001,316.2870000000001,21.0,304.19100000000003,7.0,4.0,9.0,4.0,0.0,2.0,2.0,141.36,0.0,0.0,C12H12O8S,575.8065007507926,2.0,0.0,0.33333333333333337,0.31481481481481477,0.33333333333333337,0.05128205128205132,0.33333333333333337,0.33333333333333337,1.0,0.28173136711120605
7,CARL,A2A,1,7,1.7908306121826172,COc1ccccc1N(C(=O)N1CCC(C(=O)Nc2ccc3ccccc3c2)CC1)S(C)(=O)=O,true,1,true,0,0.5923310405250382,0.0,4.085100000000002,481.57400000000024,34.0,454.3580000000003,5.0,1.0,9.0,5.0,3.0,1.0,4.0,96.02000000000001,0.0,0.0,C25H27N3O5S,1316.8854769940478,2.0,0.0,0.2222222222222222,0.2222222222222222,0.04761904761904767,0.02564102564102566,0.2222222222222222,0.2222222222222222,1.0,0.28173136711120605
8,CARL,A2A,1,8,1.7908306121826172,CCc1ccc(NC(=O)C[S+]([O-])CC(=O)NCc2ccc(OC)cc2)cc1,true,1,true,0,0.6449172020948307,0.0,2.2611999999999997,388.4890000000001,27.0,364.29700000000014,4.0,2.0,7.0,9.0,2.0,0.0,2.0,90.49,0.0,0.0,C20H24N2O4S,747.5819575612309,4.0,0.0,0.3571428571428571,0.35185185185185186,0.3571428571428571,0.17948717948717952,0.3571428571428571,0.3571428571428571,1.0,0.28173136711120605
9,CARL,A2A,1,9,1.7908306121826172,O=C(NC(=O)OCCc1ccccc1)Nc1ccc(Cl)cc1,true,1,true,0,0.8996231478544573,0.0,3.8408000000000024,318.7600000000001,22.0,303.64,3.0,2.0,6.0,4.0,2.0,0.0,2.0,67.43,0.0,0.0,C16H15ClN2O3,629.5989951677823,3.0,0.0,0.4285714285714286,0.35185185185185186,0.4285714285714286,0.3589743589743589,0.4285714285714286,0.4285714285714286,1.0,0.28173136711120605
10,CARL,A2A,1,10,1.7908306121826172,COc1ccc(S(=O)(=O)N2CN3CCC3(Cc3ccccc3)C2)c(OC)c1,true,1,true,0,0.7603471751661681,0.0,2.3528000000000002,388.4890000000001,27.0,364.29700000000014,5.0,0.0,7.0,6.0,2.0,2.0,4.0,59.08000000000001,0.0,0.0,C20H24N2O4S,932.2528271773319,2.0,0.0,0.2962962962962963,0.2962962962962963,0.19047619047619047,0.20512820512820518,0.2962962962962963,0.2962962962962963,1.0,0.28173136711120605
